*20230331_GV005.csv
"ISSUE STORE","ISSUE DATE","VOUCHER NUMBER","VOUCHER AMOUNT","REDEEM STORE","EXPIRY DATE","BATCH NUMBER","ACTION"
369,25/04/2024,100000080114,10,,10000001,,
353,25/04/2024,100000080115,20,,10000001,353,
369,25/04/2024,100000080116,20,,10000001,,
210,25/04/2024,100000080117,50,,10000001,,
131,25/04/2024,100000080118,10,,10000001,,
185,25/04/2024,100000080119,10,,10000001,185,
272,25/04/2024,100000080120,20,,10000001,272,
137,25/04/2024,100000080121,50,,10000001,137,
275,25/04/2024,100000080122,10,,10000001,275,
136,25/04/2024,100000080123,20,,10000001,136,
231,25/04/2024,100000080124,20,,10000001,231,
430,25/04/2024,100000080125,10,,10000001,,
381,25/04/2024,100000080126,10,,10000001,,
133,25/04/2024,100000080127,20,,10000001,,
310,25/04/2024,100000080128,20,,10000001,,
284,25/04/2024,100000080129,20,,10000001,,
352,25/04/2024,100000080130,50,,10000001,,
127,25/04/2024,100000080131,20,,10000001,127,
132,25/04/2024,100000080132,10,,10000001,,
431,25/04/2024,100000080133,50,,10000001,431,
433,25/04/2024,100000080134,10,,10000001,433,
182,25/04/2024,100000080135,10,,10000001,182,
371,25/04/2024,100000080136,10,,10000001,371,
136,25/04/2024,100000080137,10,,10000001,,
182,25/04/2024,100000080138,10,,10000001,,
284,25/04/2024,100000080139,50,,10000001,,
433,25/04/2024,100000080140,10,,10000001,,
410,25/04/2024,100000080141,50,,10000001,,
127,25/04/2024,100000080142,10,,10000001,127,
231,25/04/2024,100000080143,50,,10000001,231,
182,25/04/2024,100000080144,20,,10000001,,
210,25/04/2024,100000080145,10,,10000001,210,
132,25/04/2024,100000080146,10,,10000001,132,
127,25/04/2024,100000080147,20,,10000001,127,
146,25/04/2024,100000080148,10,,10000001,,
210,25/04/2024,100000080149,10,,10000001,210,
185,25/04/2024,100000080150,20,,10000001,,
369,25/04/2024,100000080151,10,,10000001,369,
143,25/04/2024,100000080152,10,,10000001,,
352,25/04/2024,100000080153,10,,10000001,,
182,25/04/2024,100000080154,20,,10000001,182,
185,25/04/2024,100000080155,10,,10000001,185,
272,25/04/2024,100000080156,20,,10000001,,
369,25/04/2024,100000080157,10,,10000001,369,
371,25/04/2024,100000080158,20,,10000001,,
381,25/04/2024,100000080159,50,,10000001,,
136,25/04/2024,100000080160,10,,10000001,136,
284,25/04/2024,100000080161,50,,10000001,284,
146,25/04/2024,100000080162,10,,10000001,146,
231,25/04/2024,100000080163,10,,10000001,,
381,25/04/2024,100000080164,50,,10000001,,
126,25/04/2024,100000080165,10,,10000001,126,
131,25/04/2024,100000080166,10,,10000001,131,
146,25/04/2024,100000080167,20,,10000001,,
276,25/04/2024,100000080168,20,,10000001,,
373,25/04/2024,100000080169,50,,10000001,373,
374,25/04/2024,100000080170,50,,10000001,,
284,25/04/2024,100000080171,20,,10000001,284,
433,25/04/2024,100000080172,50,,10000001,433,
276,25/04/2024,100000080173,50,,10000001,276,
182,25/04/2024,100000080174,10,,10000001,182,
133,25/04/2024,100000080175,50,,10000001,,
132,25/04/2024,100000080176,10,,10000001,,
433,25/04/2024,100000080177,20,,10000001,433,
273,25/04/2024,100000080178,10,,10000001,,
433,25/04/2024,100000080179,10,,10000001,433,
126,25/04/2024,100000080180,10,,10000001,126,
132,25/04/2024,100000080181,10,,10000001,132,
433,25/04/2024,100000080182,20,,10000001,,
231,25/04/2024,100000080183,20,,10000001,231,
131,25/04/2024,100000080184,20,,10000001,131,
373,25/04/2024,100000080185,10,,10000001,373,
131,25/04/2024,100000080186,50,,10000001,131,
371,25/04/2024,100000080187,50,,10000001,,
371,25/04/2024,100000080188,10,,10000001,371,
273,25/04/2024,100000080189,10,,10000001,,
431,25/04/2024,100000080190,20,,10000001,,
132,25/04/2024,100000080191,20,,10000001,132,
275,25/04/2024,100000080192,20,,10000001,,
430,25/04/2024,100000080193,10,,10000001,430,
431,25/04/2024,100000080194,10,,10000001,,
272,25/04/2024,100000080195,50,,10000001,,
132,25/04/2024,100000080196,20,,10000001,,
369,25/04/2024,100000080197,50,,10000001,369,
182,25/04/2024,100000080198,50,,10000001,,
275,25/04/2024,100000080199,20,,10000001,275,
132,25/04/2024,100000080200,10,,10000001,,
141,25/04/2024,100000080201,10,,10000001,,
131,25/04/2024,100000080202,20,,10000001,131,
352,25/04/2024,100000080203,20,,10000001,,
373,25/04/2024,100000080204,20,,10000001,373,
431,25/04/2024,100000080205,10,,10000001,431,
353,25/04/2024,100000080206,10,,10000001,,
272,25/04/2024,100000080207,20,,10000001,272,
430,25/04/2024,100000080208,10,,10000001,430,
371,25/04/2024,100000080209,10,,10000001,,
126,25/04/2024,100000080210,20,,10000001,126,
375,25/04/2024,100000080211,20,,10000001,,
137,25/04/2024,100000080212,10,,10000001,,
375,25/04/2024,100000080213,20,,10000001,375,
371,25/04/2024,100000080214,10,,10000001,,
272,25/04/2024,100000080215,50,,10000001,,
373,25/04/2024,100000080216,50,,10000001,373,
136,25/04/2024,100000080217,50,,10000001,136,
132,25/04/2024,100000080218,50,,10000001,132,
374,25/04/2024,100000080219,20,,10000001,374,
374,25/04/2024,100000080220,10,,10000001,,
373,25/04/2024,100000080221,50,,10000001,373,
352,25/04/2024,100000080222,20,,10000001,352,
375,25/04/2024,100000080223,50,,10000001,375,
381,25/04/2024,100000080224,10,,10000001,381,
371,25/04/2024,100000080225,10,,10000001,371,
374,25/04/2024,100000080226,10,,10000001,,
373,25/04/2024,100000080227,10,,10000001,,
433,25/04/2024,100000080228,50,,10000001,433,
132,25/04/2024,100000080229,20,,10000001,132,
374,25/04/2024,100000080230,20,,10000001,374,
371,25/04/2024,100000080231,50,,10000001,371,
137,25/04/2024,100000080232,10,,10000001,137,
284,25/04/2024,100000080233,50,,10000001,284,
133,25/04/2024,100000080234,50,,10000001,133,
127,25/04/2024,100000080235,10,,10000001,,
371,25/04/2024,100000080236,50,,10000001,,
373,25/04/2024,100000080237,10,,10000001,373,
431,25/04/2024,100000080238,10,,10000001,,
132,25/04/2024,100000080239,20,,10000001,,
373,25/04/2024,100000080240,50,,10000001,,
137,25/04/2024,100000080241,20,,10000001,,
285,25/04/2024,100000080242,10,,10000001,285,
137,25/04/2024,100000080243,50,,10000001,,
371,25/04/2024,100000080244,10,,10000001,,
137,25/04/2024,100000080245,20,,10000001,137,
146,25/04/2024,100000080246,20,,10000001,146,
141,25/04/2024,100000080247,10,,10000001,,
126,25/04/2024,100000080248,20,,10000001,,
137,25/04/2024,100000080249,50,,10000001,,
430,25/04/2024,100000080250,50,,10000001,430,
185,25/04/2024,100000080251,20,,10000001,,
210,25/04/2024,100000080252,50,,10000001,210,
310,25/04/2024,100000080253,20,,10000001,310,
131,25/04/2024,100000080254,10,,10000001,131,
374,25/04/2024,100000080255,50,,10000001,,
352,25/04/2024,100000080256,50,,10000001,,
381,25/04/2024,100000080257,20,,10000001,,
310,25/04/2024,100000080258,10,,10000001,310,
284,25/04/2024,100000080259,10,,10000001,284,
231,25/04/2024,100000080260,50,,10000001,,
310,25/04/2024,100000080261,10,,10000001,310,
373,25/04/2024,100000080262,50,,10000001,373,
272,25/04/2024,100000080263,20,,10000001,272,
369,25/04/2024,100000080264,10,,10000001,,
284,25/04/2024,100000080265,20,,10000001,,
182,25/04/2024,100000080266,10,,10000001,182,
353,25/04/2024,100000080267,10,,10000001,353,
352,25/04/2024,100000080268,20,,10000001,352,
375,25/04/2024,100000080269,20,,10000001,375,
276,25/04/2024,100000080270,10,,10000001,276,
275,25/04/2024,100000080271,50,,10000001,275,
374,25/04/2024,100000080272,20,,10000001,,
374,25/04/2024,100000080273,50,,10000001,,
127,25/04/2024,100000080274,50,,10000001,,
126,25/04/2024,100000080275,50,,10000001,126,
430,25/04/2024,100000080276,50,,10000001,,
136,25/04/2024,100000080277,20,,10000001,136,
185,25/04/2024,100000080278,20,,10000001,185,
284,25/04/2024,100000080279,10,,10000001,284,
433,25/04/2024,100000080280,50,,10000001,,
143,25/04/2024,100000080281,50,,10000001,143,
285,25/04/2024,100000080282,20,,10000001,285,
127,25/04/2024,100000080283,10,,10000001,127,
132,25/04/2024,100000080284,50,,10000001,,
127,25/04/2024,100000080285,50,,10000001,,
374,25/04/2024,100000080286,20,,10000001,,
285,25/04/2024,100000080287,50,,10000001,,
375,25/04/2024,100000080288,10,,10000001,375,
133,25/04/2024,100000080289,20,,10000001,,
137,25/04/2024,100000080290,50,,10000001,137,
433,25/04/2024,100000080291,20,,10000001,433,
127,25/04/2024,100000080292,20,,10000001,127,
131,25/04/2024,100000080293,20,,10000001,,
231,25/04/2024,100000080294,10,,10000001,,
430,25/04/2024,100000080295,10,,10000001,430,
273,25/04/2024,100000080296,10,,10000001,,
310,25/04/2024,100000080297,20,,10000001,310,
136,25/04/2024,100000080298,10,,10000001,,
185,25/04/2024,100000080299,10,,10000001,185,
126,25/04/2024,100000080300,20,,10000001,126,
410,25/04/2024,100000080301,50,,10000001,,
374,25/04/2024,100000080302,20,,10000001,374,
433,25/04/2024,100000080303,10,,10000001,433,
141,25/04/2024,100000080304,20,,10000001,,
284,25/04/2024,100000080305,10,,10000001,284,
284,25/04/2024,100000080306,10,,10000001,,
410,25/04/2024,100000080307,10,,10000001,,
210,25/04/2024,100000080308,50,,10000001,210,
276,25/04/2024,100000080309,10,,10000001,276,
276,25/04/2024,100000080310,10,,10000001,276,
210,25/04/2024,100000080311,10,,10000001,,
371,25/04/2024,100000080312,20,,10000001,371,
275,25/04/2024,100000080313,50,,10000001,275,
136,25/04/2024,100000080314,20,,10000001,136,
126,25/04/2024,100000080315,20,,10000001,,
410,25/04/2024,100000080316,50,,10000001,,
381,25/04/2024,100000080317,10,,10000001,381,
132,25/04/2024,100000080318,50,,10000001,132,
371,25/04/2024,100000080319,50,,10000001,371,
231,25/04/2024,100000080320,50,,10000001,,
276,25/04/2024,100000080321,20,,10000001,276,
273,25/04/2024,100000080322,50,,10000001,273,
284,25/04/2024,100000080323,10,,10000001,,
352,25/04/2024,100000080324,50,,10000001,352,
275,25/04/2024,100000080325,50,,10000001,,
375,25/04/2024,100000080326,10,,10000001,,
310,25/04/2024,100000080327,50,,10000001,,
352,25/04/2024,100000080328,10,,10000001,,
275,25/04/2024,100000080329,50,,10000001,,
433,25/04/2024,100000080330,20,,10000001,433,
369,25/04/2024,100000080331,50,,10000001,,
185,25/04/2024,100000080332,50,,10000001,185,
430,25/04/2024,100000080333,10,,10000001,,
182,25/04/2024,100000080334,10,,10000001,182,
410,25/04/2024,100000080335,10,,10000001,,
273,25/04/2024,100000080336,10,,10000001,273,
146,25/04/2024,100000080337,20,,10000001,146,
285,25/04/2024,100000080338,20,,10000001,285,
371,25/04/2024,100000080339,10,,10000001,,
276,25/04/2024,100000080340,50,,10000001,276,
284,25/04/2024,100000080341,10,,10000001,,
375,25/04/2024,100000080342,10,,10000001,375,
373,25/04/2024,100000080343,10,,10000001,,
284,25/04/2024,100000080344,50,,10000001,284,
131,25/04/2024,100000080345,10,,10000001,131,
210,25/04/2024,100000080346,10,,10000001,210,
381,25/04/2024,100000080347,10,,10000001,,
430,25/04/2024,100000080348,10,,10000001,430,
210,25/04/2024,100000080349,10,,10000001,,
137,25/04/2024,100000080350,20,,10000001,,
210,25/04/2024,100000080351,20,,10000001,,
275,25/04/2024,100000080352,50,,10000001,275,
371,25/04/2024,100000080353,20,,10000001,,
352,25/04/2024,100000080354,50,,10000001,,
430,25/04/2024,100000080355,10,,10000001,,
131,25/04/2024,100000080356,10,,10000001,,
132,25/04/2024,100000080357,20,,10000001,,
431,25/04/2024,100000080358,10,,10000001,,
310,25/04/2024,100000080359,10,,10000001,310,
369,25/04/2024,100000080360,50,,10000001,369,
410,25/04/2024,100000080361,20,,10000001,410,
375,25/04/2024,100000080362,10,,10000001,,
136,25/04/2024,100000080363,20,,10000001,,
381,25/04/2024,100000080364,50,,10000001,,
373,25/04/2024,100000080365,50,,10000001,,
371,25/04/2024,100000080366,10,,10000001,,
433,25/04/2024,100000080367,10,,10000001,,
133,25/04/2024,100000080368,20,,10000001,,
126,25/04/2024,100000080369,10,,10000001,,
131,25/04/2024,100000080370,50,,10000001,131,
375,25/04/2024,100000080371,20,,10000001,375,
126,25/04/2024,100000080372,50,,10000001,,
285,25/04/2024,100000080373,10,,10000001,,
431,25/04/2024,100000080374,20,,10000001,,
272,25/04/2024,100000080375,50,,10000001,,
410,25/04/2024,100000080376,10,,10000001,,
210,25/04/2024,100000080377,50,,10000001,210,
373,25/04/2024,100000080378,50,,10000001,373,
371,25/04/2024,100000080379,50,,10000001,371,
137,25/04/2024,100000080380,20,,10000001,,
433,25/04/2024,100000080381,20,,10000001,,
381,25/04/2024,100000080382,50,,10000001,381,
182,25/04/2024,100000080383,20,,10000001,,
210,25/04/2024,100000080384,50,,10000001,210,
182,25/04/2024,100000080385,20,,10000001,182,
231,25/04/2024,100000080386,20,,10000001,231,
182,25/04/2024,100000080387,10,,10000001,,
433,25/04/2024,100000080388,50,,10000001,,
143,25/04/2024,100000080389,20,,10000001,143,
431,25/04/2024,100000080390,20,,10000001,,
381,25/04/2024,100000080391,50,,10000001,381,
284,25/04/2024,100000080392,10,,10000001,284,
131,25/04/2024,100000080393,10,,10000001,131,
310,25/04/2024,100000080394,50,,10000001,310,
132,25/04/2024,100000080395,20,,10000001,,
146,25/04/2024,100000080396,50,,10000001,146,
310,25/04/2024,100000080397,10,,10000001,310,
369,25/04/2024,100000080398,20,,10000001,369,
182,25/04/2024,100000080399,10,,10000001,182,
131,25/04/2024,100000080400,50,,10000001,,
353,25/04/2024,100000080401,20,,10000001,,
210,25/04/2024,100000080402,10,,10000001,,
373,25/04/2024,100000080403,10,,10000001,373,
285,25/04/2024,100000080404,20,,10000001,,
143,25/04/2024,100000080405,10,,10000001,,
182,25/04/2024,100000080406,10,,10000001,,
275,25/04/2024,100000080407,50,,10000001,,
275,25/04/2024,100000080408,20,,10000001,275,
132,25/04/2024,100000080409,20,,10000001,132,
272,25/04/2024,100000080410,20,,10000001,272,
141,25/04/2024,100000080411,10,,10000001,,
352,25/04/2024,100000080412,50,,10000001,,
373,25/04/2024,100000080413,20,,10000001,373,
430,25/04/2024,100000080414,50,,10000001,,
231,25/04/2024,100000080415,20,,10000001,231,
310,25/04/2024,100000080416,20,,10000001,310,
132,25/04/2024,100000080417,50,,10000001,132,
310,25/04/2024,100000080418,10,,10000001,,
273,25/04/2024,100000080419,50,,10000001,,
231,25/04/2024,100000080420,20,,10000001,231,
381,25/04/2024,100000080421,50,,10000001,381,
131,25/04/2024,100000080422,10,,10000001,,
284,25/04/2024,100000080423,20,,10000001,284,
141,25/04/2024,100000080424,10,,10000001,,
185,25/04/2024,100000080425,50,,10000001,,
375,25/04/2024,100000080426,50,,10000001,,
146,25/04/2024,100000080427,10,,10000001,146,
141,25/04/2024,100000080428,20,,10000001,,
276,25/04/2024,100000080429,50,,10000001,276,
131,25/04/2024,100000080430,10,,10000001,131,
310,25/04/2024,100000080431,50,,10000001,,
146,25/04/2024,100000080432,50,,10000001,146,
276,25/04/2024,100000080433,50,,10000001,276,
284,25/04/2024,100000080434,10,,10000001,284,
132,25/04/2024,100000080435,50,,10000001,,
127,25/04/2024,100000080436,10,,10000001,127,
410,25/04/2024,100000080437,50,,10000001,,
127,25/04/2024,100000080438,10,,10000001,127,
276,25/04/2024,100000080439,10,,10000001,,
431,25/04/2024,100000080440,20,,10000001,,
275,25/04/2024,100000080441,20,,10000001,,
373,25/04/2024,100000080442,50,,10000001,373,
185,25/04/2024,100000080443,20,,10000001,185,
276,25/04/2024,100000080444,10,,10000001,276,
231,25/04/2024,100000080445,20,,10000001,231,
132,25/04/2024,100000080446,10,,10000001,,
141,25/04/2024,100000080447,10,,10000001,141,
127,25/04/2024,100000080448,50,,10000001,127,
210,25/04/2024,100000080449,10,,10000001,,
131,25/04/2024,100000080450,20,,10000001,131,
272,25/04/2024,100000080451,20,,10000001,,
276,25/04/2024,100000080452,20,,10000001,,
136,25/04/2024,100000080453,20,,10000001,,
137,25/04/2024,100000080454,10,,10000001,,
381,25/04/2024,100000080455,50,,10000001,,
137,25/04/2024,100000080456,20,,10000001,137,
185,25/04/2024,100000080457,10,,10000001,,
373,25/04/2024,100000080458,50,,10000001,373,
137,25/04/2024,100000080459,50,,10000001,137,
369,25/04/2024,100000080460,10,,10000001,,
185,25/04/2024,100000080461,10,,10000001,,
430,25/04/2024,100000080462,20,,10000001,430,
433,25/04/2024,100000080463,20,,10000001,433,
131,25/04/2024,100000080464,50,,10000001,,
127,25/04/2024,100000080465,50,,10000001,,
373,25/04/2024,100000080466,50,,10000001,373,
131,25/04/2024,100000080467,10,,10000001,131,
381,25/04/2024,100000080468,10,,10000001,381,
373,25/04/2024,100000080469,20,,10000001,,
369,25/04/2024,100000080470,10,,10000001,,
369,25/04/2024,100000080471,10,,10000001,369,
353,25/04/2024,100000080472,20,,10000001,353,
137,25/04/2024,100000080473,20,,10000001,,
310,25/04/2024,100000080474,50,,10000001,,
433,25/04/2024,100000080475,50,,10000001,433,
185,25/04/2024,100000080476,50,,10000001,,
373,25/04/2024,100000080477,20,,10000001,,
276,25/04/2024,100000080478,20,,10000001,,
131,25/04/2024,100000080479,20,,10000001,,
146,25/04/2024,100000080480,10,,10000001,146,
433,25/04/2024,100000080481,20,,10000001,433,
276,25/04/2024,100000080482,50,,10000001,276,
132,25/04/2024,100000080483,10,,10000001,,
141,25/04/2024,100000080484,20,,10000001,,
210,25/04/2024,100000080485,20,,10000001,210,
272,25/04/2024,100000080486,20,,10000001,272,
133,25/04/2024,100000080487,10,,10000001,133,
352,25/04/2024,100000080488,50,,10000001,,
127,25/04/2024,100000080489,50,,10000001,,
273,25/04/2024,100000080490,50,,10000001,273,
182,25/04/2024,100000080491,50,,10000001,,
132,25/04/2024,100000080492,50,,10000001,132,
141,25/04/2024,100000080493,10,,10000001,,
430,25/04/2024,100000080494,20,,10000001,,
231,25/04/2024,100000080495,50,,10000001,231,
141,25/04/2024,100000080496,10,,10000001,141,
353,25/04/2024,100000080497,50,,10000001,,
375,25/04/2024,100000080498,10,,10000001,,
133,25/04/2024,100000080499,20,,10000001,,
182,25/04/2024,100000080500,20,,10000001,,
433,25/04/2024,100000080501,50,,10000001,433,
431,25/04/2024,100000080502,20,,10000001,431,
375,25/04/2024,100000080503,50,,10000001,,
431,25/04/2024,100000080504,10,,10000001,,
369,25/04/2024,100000080505,50,,10000001,,
182,25/04/2024,100000080506,20,,10000001,182,
133,25/04/2024,100000080507,20,,10000001,,
381,25/04/2024,100000080508,20,,10000001,381,
381,25/04/2024,100000080509,20,,10000001,381,
431,25/04/2024,100000080510,50,,10000001,,
273,25/04/2024,100000080511,50,,10000001,,
375,25/04/2024,100000080512,20,,10000001,375,
285,25/04/2024,100000080513,50,,10000001,285,
430,25/04/2024,100000080514,20,,10000001,,
285,25/04/2024,100000080515,50,,10000001,,
431,25/04/2024,100000080516,10,,10000001,431,
353,25/04/2024,100000080517,50,,10000001,353,
276,25/04/2024,100000080518,10,,10000001,276,
433,25/04/2024,100000080519,20,,10000001,,
127,25/04/2024,100000080520,10,,10000001,,
231,25/04/2024,100000080521,20,,10000001,,
285,25/04/2024,100000080522,50,,10000001,,
284,25/04/2024,100000080523,20,,10000001,,
433,25/04/2024,100000080524,10,,10000001,433,
133,25/04/2024,100000080525,50,,10000001,,
272,25/04/2024,100000080526,50,,10000001,,
273,25/04/2024,100000080527,10,,10000001,273,
133,25/04/2024,100000080528,20,,10000001,133,
185,25/04/2024,100000080529,20,,10000001,,
284,25/04/2024,100000080530,20,,10000001,,
410,25/04/2024,100000080531,20,,10000001,,
143,25/04/2024,100000080532,10,,10000001,143,
374,25/04/2024,100000080533,20,,10000001,374,
276,25/04/2024,100000080534,20,,10000001,,
185,25/04/2024,100000080535,10,,10000001,,
126,25/04/2024,100000080536,10,,10000001,,
430,25/04/2024,100000080537,50,,10000001,430,
375,25/04/2024,100000080538,50,,10000001,375,
127,25/04/2024,100000080539,20,,10000001,,
131,25/04/2024,100000080540,10,,10000001,131,
375,25/04/2024,100000080541,20,,10000001,,
375,25/04/2024,100000080542,20,,10000001,375,
136,25/04/2024,100000080543,10,,10000001,,
273,25/04/2024,100000080544,10,,10000001,273,
375,25/04/2024,100000080545,20,,10000001,375,
373,25/04/2024,100000080546,20,,10000001,373,
273,25/04/2024,100000080547,10,,10000001,273,
210,25/04/2024,100000080548,20,,10000001,,
352,25/04/2024,100000080549,10,,10000001,,
431,25/04/2024,100000080550,20,,10000001,431,
182,25/04/2024,100000080551,20,,10000001,,
374,25/04/2024,100000080552,50,,10000001,374,
133,25/04/2024,100000080553,20,,10000001,133,
137,25/04/2024,100000080554,10,,10000001,137,
210,25/04/2024,100000080555,10,,10000001,210,
410,25/04/2024,100000080556,50,,10000001,,
137,25/04/2024,100000080557,20,,10000001,,
137,25/04/2024,100000080558,10,,10000001,137,
353,25/04/2024,100000080559,50,,10000001,,
141,25/04/2024,100000080560,50,,10000001,141,
136,25/04/2024,100000080561,10,,10000001,136,
127,25/04/2024,100000080562,50,,10000001,127,
352,25/04/2024,100000080563,20,,10000001,352,
127,25/04/2024,100000080564,20,,10000001,127,
276,25/04/2024,100000080565,20,,10000001,,
430,25/04/2024,100000080566,20,,10000001,430,
373,25/04/2024,100000080567,20,,10000001,373,
285,25/04/2024,100000080568,50,,10000001,285,
126,25/04/2024,100000080569,50,,10000001,126,
374,25/04/2024,100000080570,10,,10000001,374,
371,25/04/2024,100000080571,20,,10000001,371,
375,25/04/2024,100000080572,20,,10000001,375,
431,25/04/2024,100000080573,10,,10000001,,
136,25/04/2024,100000080574,50,,10000001,136,
143,25/04/2024,100000080575,50,,10000001,143,
352,25/04/2024,100000080576,10,,10000001,352,
126,25/04/2024,100000080577,50,,10000001,126,
410,25/04/2024,100000080578,20,,10000001,,
310,25/04/2024,100000080579,50,,10000001,310,
210,25/04/2024,100000080580,20,,10000001,210,
284,25/04/2024,100000080581,50,,10000001,,
136,25/04/2024,100000080582,50,,10000001,136,
381,25/04/2024,100000080583,20,,10000001,,
381,25/04/2024,100000080584,20,,10000001,,
