*20230331_GV005.csv
ISSUE STORE,ISSUE DATE,VOUCHER NUMBER,VOUCHER AMOUNT,EXPIRY DATE,BATCH NUMBER,REDEEM STORE,ACTION
431,25/04/2024,100000010060,10,,10000001,431,
410,25/04/2024,100000010061,20,,10000001,410,
126,25/04/2024,100000010062,10,,10000001,,
433,25/04/2024,100000010063,20,,10000001,,
127,25/04/2024,100000010064,50,,10000001,127,
285,25/04/2024,100000010065,20,,10000001,285,
273,25/04/2024,100000010066,10,,10000001,273,
375,25/04/2024,100000010067,10,,10000001,,
433,25/04/2024,100000010068,20,,10000001,,
431,25/04/2024,100000010069,10,,10000001,,
143,25/04/2024,100000010070,50,,10000001,143,
310,25/04/2024,100000010071,20,,10000001,310,
141,25/04/2024,100000010072,10,,10000001,,
146,25/04/2024,100000010073,50,,10000001,146,
431,25/04/2024,100000010074,20,,10000001,431,
141,25/04/2024,100000010075,10,,10000001,141,
431,25/04/2024,100000010076,10,,10000001,431,
433,25/04/2024,100000010077,50,,10000001,,
310,25/04/2024,100000010078,20,,10000001,,
132,25/04/2024,100000010079,50,,10000001,,
310,25/04/2024,100000010080,20,,10000001,,
231,25/04/2024,100000010081,50,,10000001,231,
353,25/04/2024,100000010082,50,,10000001,,
132,25/04/2024,100000010083,50,,10000001,132,
137,25/04/2024,100000010084,20,,10000001,,
374,25/04/2024,100000010085,20,,10000001,374,
275,25/04/2024,100000010086,10,,10000001,,
132,25/04/2024,100000010087,20,,10000001,132,
371,25/04/2024,100000010088,20,,10000001,371,
433,25/04/2024,100000010089,50,,10000001,,
146,25/04/2024,100000010090,50,,10000001,146,
131,25/04/2024,100000010091,50,,10000001,,
410,25/04/2024,100000010092,10,,10000001,,
133,25/04/2024,100000010093,50,,10000001,133,
143,25/04/2024,100000010094,50,,10000001,143,
371,25/04/2024,100000010095,20,,10000001,,
276,25/04/2024,100000010096,10,,10000001,276,
136,25/04/2024,100000010097,20,,10000001,136,
273,25/04/2024,100000010098,20,,10000001,273,
132,25/04/2024,100000010099,50,,10000001,132,
272,25/04/2024,100000010100,50,,10000001,,
353,25/04/2024,100000010101,50,,10000001,,
310,25/04/2024,100000010102,50,,10000001,,
272,25/04/2024,100000010103,50,,10000001,,
126,25/04/2024,100000010104,50,,10000001,126,
374,25/04/2024,100000010105,50,,10000001,,
369,25/04/2024,100000010106,50,,10000001,369,
127,25/04/2024,100000010107,50,,10000001,127,
141,25/04/2024,100000010108,20,,10000001,141,
433,25/04/2024,100000010109,20,,10000001,433,
410,25/04/2024,100000010110,50,,10000001,,
137,25/04/2024,100000010111,20,,10000001,,
310,25/04/2024,100000010112,10,,10000001,,
185,25/04/2024,100000010113,50,,10000001,185,
275,25/04/2024,100000010114,20,,10000001,275,
433,25/04/2024,100000010115,50,,10000001,433,
276,25/04/2024,100000010116,10,,10000001,,
410,25/04/2024,100000010117,10,,10000001,410,
276,25/04/2024,100000010118,10,,10000001,,
374,25/04/2024,100000010119,50,,10000001,374,
276,25/04/2024,100000010120,20,,10000001,,
272,25/04/2024,100000010121,50,,10000001,,
210,25/04/2024,100000010122,20,,10000001,210,
433,25/04/2024,100000010123,50,,10000001,433,
146,25/04/2024,100000010124,10,,10000001,146,
433,25/04/2024,100000010125,50,,10000001,,
126,25/04/2024,100000010126,50,,10000001,,
284,25/04/2024,100000010127,20,,10000001,,
369,25/04/2024,100000010128,10,,10000001,,
273,25/04/2024,100000010129,20,,10000001,273,
137,25/04/2024,100000010130,10,,10000001,,
231,25/04/2024,100000010131,10,,10000001,231,
410,25/04/2024,100000010132,50,,10000001,410,
410,25/04/2024,100000010133,50,,10000001,,
133,25/04/2024,100000010134,50,,10000001,133,
352,25/04/2024,100000010135,50,,10000001,352,
369,25/04/2024,100000010136,50,,10000001,369,
273,25/04/2024,100000010137,50,,10000001,273,
137,25/04/2024,100000010138,50,,10000001,137,
272,25/04/2024,100000010139,20,,10000001,272,
185,25/04/2024,100000010140,50,,10000001,,
381,25/04/2024,100000010141,50,,10000001,,
433,25/04/2024,100000010142,50,,10000001,433,
375,25/04/2024,100000010143,20,,10000001,,
284,25/04/2024,100000010144,20,,10000001,284,
431,25/04/2024,100000010145,20,,10000001,,
273,25/04/2024,100000010146,20,,10000001,273,
133,25/04/2024,100000010147,50,,10000001,133,
141,25/04/2024,100000010148,10,,10000001,,
353,25/04/2024,100000010149,50,,10000001,,
182,25/04/2024,100000010150,20,,10000001,182,
131,25/04/2024,100000010151,20,,10000001,131,
430,25/04/2024,100000010152,10,,10000001,,
430,25/04/2024,100000010153,20,,10000001,,
231,25/04/2024,100000010154,50,,10000001,231,
374,25/04/2024,100000010155,10,,10000001,,
373,25/04/2024,100000010156,10,,10000001,,
185,25/04/2024,100000010157,50,,10000001,185,
136,25/04/2024,100000010158,50,,10000001,136,
141,25/04/2024,100000010159,10,,10000001,141,
231,25/04/2024,100000010160,10,,10000001,,
369,25/04/2024,100000010161,50,,10000001,369,
431,25/04/2024,100000010162,20,,10000001,431,
369,25/04/2024,100000010163,10,,10000001,,
132,25/04/2024,100000010164,50,,10000001,,
431,25/04/2024,100000010165,20,,10000001,,
375,25/04/2024,100000010166,50,,10000001,,
353,25/04/2024,100000010167,10,,10000001,353,
132,25/04/2024,100000010168,20,,10000001,,
410,25/04/2024,100000010169,20,,10000001,410,
352,25/04/2024,100000010170,50,,10000001,352,
146,25/04/2024,100000010171,10,,10000001,146,
373,25/04/2024,100000010172,20,,10000001,373,
373,25/04/2024,100000010173,20,,10000001,,
431,25/04/2024,100000010174,10,,10000001,,
126,25/04/2024,100000010175,10,,10000001,,
431,25/04/2024,100000010176,20,,10000001,,
132,25/04/2024,100000010177,50,,10000001,,
431,25/04/2024,100000010178,20,,10000001,431,
143,25/04/2024,100000010179,50,,10000001,143,
375,25/04/2024,100000010180,10,,10000001,375,
231,25/04/2024,100000010181,20,,10000001,231,
375,25/04/2024,100000010182,50,,10000001,375,
272,25/04/2024,100000010183,20,,10000001,272,
369,25/04/2024,100000010184,20,,10000001,369,
410,25/04/2024,100000010185,10,,10000001,,
375,25/04/2024,100000010186,10,,10000001,,
285,25/04/2024,100000010187,20,,10000001,285,
381,25/04/2024,100000010188,50,,10000001,,
373,25/04/2024,100000010189,50,,10000001,373,
182,25/04/2024,100000010190,50,,10000001,182,
182,25/04/2024,100000010191,50,,10000001,182,
272,25/04/2024,100000010192,20,,10000001,,
374,25/04/2024,100000010193,50,,10000001,,
210,25/04/2024,100000010194,20,,10000001,,
285,25/04/2024,100000010195,50,,10000001,285,
369,25/04/2024,100000010196,20,,10000001,369,
210,25/04/2024,100000010197,50,,10000001,210,
410,25/04/2024,100000010198,10,,10000001,,
275,25/04/2024,100000010199,20,,10000001,,
137,25/04/2024,100000010200,20,,10000001,,
284,25/04/2024,100000010201,20,,10000001,284,
431,25/04/2024,100000010202,50,,10000001,,
132,25/04/2024,100000010203,20,,10000001,132,
374,25/04/2024,100000010204,50,,10000001,,
127,25/04/2024,100000010205,20,,10000001,,
381,25/04/2024,100000010206,50,,10000001,,
369,25/04/2024,100000010207,20,,10000001,,
284,25/04/2024,100000010208,50,,10000001,,
430,25/04/2024,100000010209,10,,10000001,,
131,25/04/2024,100000010210,20,,10000001,131,
310,25/04/2024,100000010211,20,,10000001,310,
126,25/04/2024,100000010212,10,,10000001,126,
284,25/04/2024,100000010213,20,,10000001,,
352,25/04/2024,100000010214,50,,10000001,352,
132,25/04/2024,100000010215,20,,10000001,,
373,25/04/2024,100000010216,50,,10000001,373,
185,25/04/2024,100000010217,20,,10000001,185,
284,25/04/2024,100000010218,10,,10000001,284,
369,25/04/2024,100000010219,20,,10000001,369,
133,25/04/2024,100000010220,50,,10000001,,
381,25/04/2024,100000010221,20,,10000001,,
273,25/04/2024,100000010222,50,,10000001,273,
126,25/04/2024,100000010223,50,,10000001,,
430,25/04/2024,100000010224,10,,10000001,,
275,25/04/2024,100000010225,10,,10000001,275,
369,25/04/2024,100000010226,50,,10000001,,
275,25/04/2024,100000010227,10,,10000001,275,
374,25/04/2024,100000010228,20,,10000001,374,
137,25/04/2024,100000010229,10,,10000001,137,
133,25/04/2024,100000010230,50,,10000001,,
210,25/04/2024,100000010231,20,,10000001,210,
133,25/04/2024,100000010232,20,,10000001,,
285,25/04/2024,100000010233,20,,10000001,285,
375,25/04/2024,100000010234,10,,10000001,,
133,25/04/2024,100000010235,10,,10000001,133,
131,25/04/2024,100000010236,10,,10000001,,
272,25/04/2024,100000010237,20,,10000001,272,
310,25/04/2024,100000010238,10,,10000001,,
231,25/04/2024,100000010239,50,,10000001,,
185,25/04/2024,100000010240,10,,10000001,185,
375,25/04/2024,100000010241,10,,10000001,,
433,25/04/2024,100000010242,50,,10000001,,
285,25/04/2024,100000010243,10,,10000001,285,
430,25/04/2024,100000010244,10,,10000001,430,
285,25/04/2024,100000010245,10,,10000001,285,
185,25/04/2024,100000010246,50,,10000001,185,
369,25/04/2024,100000010247,50,,10000001,369,
353,25/04/2024,100000010248,50,,10000001,,
127,25/04/2024,100000010249,10,,10000001,127,
136,25/04/2024,100000010250,10,,10000001,136,
285,25/04/2024,100000010251,10,,10000001,,
381,25/04/2024,100000010252,20,,10000001,381,
374,25/04/2024,100000010253,20,,10000001,,
182,25/04/2024,100000010254,20,,10000001,182,
285,25/04/2024,100000010255,20,,10000001,,
375,25/04/2024,100000010256,20,,10000001,,
430,25/04/2024,100000010257,50,,10000001,,
210,25/04/2024,100000010258,50,,10000001,,
272,25/04/2024,100000010259,10,,10000001,,
371,25/04/2024,100000010260,50,,10000001,371,
146,25/04/2024,100000010261,20,,10000001,,
352,25/04/2024,100000010262,10,,10000001,352,
276,25/04/2024,100000010263,20,,10000001,,
137,25/04/2024,100000010264,50,,10000001,137,
127,25/04/2024,100000010265,20,,10000001,,
272,25/04/2024,100000010266,50,,10000001,272,
433,25/04/2024,100000010267,50,,10000001,,
373,25/04/2024,100000010268,50,,10000001,373,
373,25/04/2024,100000010269,20,,10000001,,
273,25/04/2024,100000010270,50,,10000001,273,
143,25/04/2024,100000010271,20,,10000001,143,
272,25/04/2024,100000010272,20,,10000001,,
126,25/04/2024,100000010273,20,,10000001,126,
373,25/04/2024,100000010274,50,,10000001,,
431,25/04/2024,100000010275,50,,10000001,431,
431,25/04/2024,100000010276,50,,10000001,431,
273,25/04/2024,100000010277,50,,10000001,273,
276,25/04/2024,100000010278,10,,10000001,,
210,25/04/2024,100000010279,10,,10000001,,
352,25/04/2024,100000010280,50,,10000001,,
375,25/04/2024,100000010281,20,,10000001,,
433,25/04/2024,100000010282,20,,10000001,433,
127,25/04/2024,100000010283,10,,10000001,127,
369,25/04/2024,100000010284,10,,10000001,369,
373,25/04/2024,100000010285,20,,10000001,,
373,25/04/2024,100000010286,10,,10000001,373,
310,25/04/2024,100000010287,20,,10000001,310,
285,25/04/2024,100000010288,10,,10000001,285,
141,25/04/2024,100000010289,50,,10000001,,
353,25/04/2024,100000010290,10,,10000001,,
210,25/04/2024,100000010291,20,,10000001,,
182,25/04/2024,100000010292,20,,10000001,182,
146,25/04/2024,100000010293,50,,10000001,146,
276,25/04/2024,100000010294,20,,10000001,276,
353,25/04/2024,100000010295,50,,10000001,,
285,25/04/2024,100000010296,20,,10000001,,
352,25/04/2024,100000010297,10,,10000001,352,
133,25/04/2024,100000010298,10,,10000001,133,
131,25/04/2024,100000010299,20,,10000001,,
375,25/04/2024,100000010300,20,,10000001,375,
131,25/04/2024,100000010301,20,,10000001,131,
182,25/04/2024,100000010302,20,,10000001,182,
375,25/04/2024,100000010303,10,,10000001,,
141,25/04/2024,100000010304,50,,10000001,141,
373,25/04/2024,100000010305,50,,10000001,373,
141,25/04/2024,100000010306,20,,10000001,141,
373,25/04/2024,100000010307,20,,10000001,,
131,25/04/2024,100000010308,20,,10000001,,
133,25/04/2024,100000010309,20,,10000001,133,
352,25/04/2024,100000010310,50,,10000001,352,
373,25/04/2024,100000010311,50,,10000001,373,
231,25/04/2024,100000010312,50,,10000001,231,
371,25/04/2024,100000010313,50,,10000001,,
433,25/04/2024,100000010314,50,,10000001,,
431,25/04/2024,100000010315,10,,10000001,431,
285,25/04/2024,100000010316,20,,10000001,285,
136,25/04/2024,100000010317,10,,10000001,,
284,25/04/2024,100000010318,50,,10000001,284,
126,25/04/2024,100000010319,50,,10000001,126,
182,25/04/2024,100000010320,50,,10000001,,
143,25/04/2024,100000010321,10,,10000001,,
273,25/04/2024,100000010322,20,,10000001,273,
284,25/04/2024,100000010323,50,,10000001,284,
352,25/04/2024,100000010324,20,,10000001,,
182,25/04/2024,100000010325,10,,10000001,182,
410,25/04/2024,100000010326,50,,10000001,,
141,25/04/2024,100000010327,50,,10000001,141,
381,25/04/2024,100000010328,20,,10000001,,
371,25/04/2024,100000010329,20,,10000001,,
273,25/04/2024,100000010330,50,,10000001,273,
374,25/04/2024,100000010331,50,,10000001,,
369,25/04/2024,100000010332,50,,10000001,369,
431,25/04/2024,100000010333,50,,10000001,,
433,25/04/2024,100000010334,50,,10000001,433,
353,25/04/2024,100000010335,10,,10000001,353,
275,25/04/2024,100000010336,50,,10000001,275,
141,25/04/2024,100000010337,20,,10000001,141,
433,25/04/2024,100000010338,10,,10000001,,
374,25/04/2024,100000010339,10,,10000001,374,
353,25/04/2024,100000010340,50,,10000001,353,
273,25/04/2024,100000010341,10,,10000001,273,
276,25/04/2024,100000010342,10,,10000001,,
410,25/04/2024,100000010343,50,,10000001,,
185,25/04/2024,100000010344,50,,10000001,185,
381,25/04/2024,100000010345,50,,10000001,,
127,25/04/2024,100000010346,20,,10000001,,
182,25/04/2024,100000010347,50,,10000001,,
375,25/04/2024,100000010348,50,,10000001,375,
433,25/04/2024,100000010349,50,,10000001,433,
231,25/04/2024,100000010350,10,,10000001,231,
210,25/04/2024,100000010351,20,,10000001,,
272,25/04/2024,100000010352,10,,10000001,272,
410,25/04/2024,100000010353,10,,10000001,,
182,25/04/2024,100000010354,10,,10000001,182,
273,25/04/2024,100000010355,20,,10000001,273,
126,25/04/2024,100000010356,20,,10000001,126,
374,25/04/2024,100000010357,20,,10000001,374,
275,25/04/2024,100000010358,10,,10000001,275,
371,25/04/2024,100000010359,50,,10000001,371,
137,25/04/2024,100000010360,20,,10000001,,
210,25/04/2024,100000010361,20,,10000001,,
433,25/04/2024,100000010362,20,,10000001,,
369,25/04/2024,100000010363,20,,10000001,,
210,25/04/2024,100000010364,20,,10000001,,
433,25/04/2024,100000010365,10,,10000001,,
430,25/04/2024,100000010366,10,,10000001,,
182,25/04/2024,100000010367,50,,10000001,182,
430,25/04/2024,100000010368,20,,10000001,,
431,25/04/2024,100000010369,50,,10000001,,
375,25/04/2024,100000010370,10,,10000001,375,
374,25/04/2024,100000010371,10,,10000001,,
132,25/04/2024,100000010372,50,,10000001,132,
353,25/04/2024,100000010373,50,,10000001,353,
146,25/04/2024,100000010374,50,,10000001,146,
146,25/04/2024,100000010375,50,,10000001,146,
410,25/04/2024,100000010376,20,,10000001,410,
146,25/04/2024,100000010377,50,,10000001,146,
375,25/04/2024,100000010378,50,,10000001,375,
131,25/04/2024,100000010379,50,,10000001,131,
146,25/04/2024,100000010380,10,,10000001,,
182,25/04/2024,100000010381,50,,10000001,182,
285,25/04/2024,100000010382,50,,10000001,,
284,25/04/2024,100000010383,20,,10000001,284,
133,25/04/2024,100000010384,20,,10000001,133,
275,25/04/2024,100000010385,50,,10000001,275,
284,25/04/2024,100000010386,50,,10000001,284,
353,25/04/2024,100000010387,10,,10000001,353,
127,25/04/2024,100000010388,20,,10000001,,
143,25/04/2024,100000010389,10,,10000001,143,
131,25/04/2024,100000010390,50,,10000001,131,
146,25/04/2024,100000010391,50,,10000001,146,
231,25/04/2024,100000010392,20,,10000001,231,
285,25/04/2024,100000010393,50,,10000001,285,
126,25/04/2024,100000010394,10,,10000001,,
141,25/04/2024,100000010395,10,,10000001,,
353,25/04/2024,100000010396,20,,10000001,,
374,25/04/2024,100000010397,50,,10000001,,
371,25/04/2024,100000010398,10,,10000001,,
371,25/04/2024,100000010399,50,,10000001,,
182,25/04/2024,100000010400,50,,10000001,182,
431,25/04/2024,100000010401,20,,10000001,,
410,25/04/2024,100000010402,20,,10000001,,
369,25/04/2024,100000010403,50,,10000001,,
430,25/04/2024,100000010404,10,,10000001,430,
137,25/04/2024,100000010405,10,,10000001,,
182,25/04/2024,100000010406,20,,10000001,182,
276,25/04/2024,100000010407,20,,10000001,276,
430,25/04/2024,100000010408,20,,10000001,,
310,25/04/2024,100000010409,10,,10000001,310,
285,25/04/2024,100000010410,50,,10000001,,
371,25/04/2024,100000010411,20,,10000001,,
284,25/04/2024,100000010412,50,,10000001,284,
371,25/04/2024,100000010413,10,,10000001,371,
126,25/04/2024,100000010414,10,,10000001,126,
433,25/04/2024,100000010415,10,,10000001,433,
185,25/04/2024,100000010416,10,,10000001,185,
272,25/04/2024,100000010417,50,,10000001,272,
369,25/04/2024,100000010418,50,,10000001,369,
273,25/04/2024,100000010419,20,,10000001,,
132,25/04/2024,100000010420,20,,10000001,132,
127,25/04/2024,100000010421,10,,10000001,,
433,25/04/2024,100000010422,20,,10000001,,
146,25/04/2024,100000010423,20,,10000001,,
431,25/04/2024,100000010424,20,,10000001,,
375,25/04/2024,100000010425,20,,10000001,375,
141,25/04/2024,100000010426,20,,10000001,,
431,25/04/2024,100000010427,50,,10000001,431,
131,25/04/2024,100000010428,20,,10000001,,
275,25/04/2024,100000010429,50,,10000001,275,
137,25/04/2024,100000010430,20,,10000001,137,
431,25/04/2024,100000010431,20,,10000001,431,
431,25/04/2024,100000010432,50,,10000001,431,
137,25/04/2024,100000010433,10,,10000001,,
185,25/04/2024,100000010434,20,,10000001,185,
410,25/04/2024,100000010435,10,,10000001,,
231,25/04/2024,100000010436,20,,10000001,,
127,25/04/2024,100000010437,10,,10000001,127,
141,25/04/2024,100000010438,20,,10000001,,
431,25/04/2024,100000010439,20,,10000001,431,
275,25/04/2024,100000010440,50,,10000001,275,
132,25/04/2024,100000010441,10,,10000001,,
381,25/04/2024,100000010442,20,,10000001,381,
284,25/04/2024,100000010443,50,,10000001,,
284,25/04/2024,100000010444,50,,10000001,284,
275,25/04/2024,100000010445,20,,10000001,275,
371,25/04/2024,100000010446,50,,10000001,,
273,25/04/2024,100000010447,50,,10000001,273,
132,25/04/2024,100000010448,50,,10000001,,
275,25/04/2024,100000010449,20,,10000001,,
273,25/04/2024,100000010450,20,,10000001,273,
210,25/04/2024,100000010451,20,,10000001,,
146,25/04/2024,100000010452,20,,10000001,146,
353,25/04/2024,100000010453,50,,10000001,,
373,25/04/2024,100000010454,10,,10000001,,
431,25/04/2024,100000010455,20,,10000001,,
132,25/04/2024,100000010456,50,,10000001,,
272,25/04/2024,100000010457,20,,10000001,,
137,25/04/2024,100000010458,10,,10000001,,
285,25/04/2024,100000010459,10,,10000001,285,
146,25/04/2024,100000010460,50,,10000001,,
146,25/04/2024,100000010461,50,,10000001,146,
132,25/04/2024,100000010462,20,,10000001,,
430,25/04/2024,100000010463,10,,10000001,430,
433,25/04/2024,100000010464,10,,10000001,433,
310,25/04/2024,100000010465,50,,10000001,310,
352,25/04/2024,100000010466,10,,10000001,352,
352,25/04/2024,100000010467,10,,10000001,,
375,25/04/2024,100000010468,50,,10000001,,
136,25/04/2024,100000010469,20,,10000001,136,
375,25/04/2024,100000010470,20,,10000001,,
182,25/04/2024,100000010471,10,,10000001,182,
373,25/04/2024,100000010472,20,,10000001,373,
185,25/04/2024,100000010473,10,,10000001,185,
369,25/04/2024,100000010474,20,,10000001,,
410,25/04/2024,100000010475,10,,10000001,,
272,25/04/2024,100000010476,50,,10000001,,
126,25/04/2024,100000010477,20,,10000001,126,
185,25/04/2024,100000010478,20,,10000001,185,
146,25/04/2024,100000010479,10,,10000001,,
284,25/04/2024,100000010480,10,,10000001,284,
430,25/04/2024,100000010481,10,,10000001,430,
273,25/04/2024,100000010482,10,,10000001,273,
352,25/04/2024,100000010483,50,,10000001,,
126,25/04/2024,100000010484,20,,10000001,126,
431,25/04/2024,100000010485,20,,10000001,431,
146,25/04/2024,100000010486,10,,10000001,,
131,25/04/2024,100000010487,20,,10000001,131,
374,25/04/2024,100000010488,10,,10000001,374,
136,25/04/2024,100000010489,50,,10000001,,
127,25/04/2024,100000010490,10,,10000001,,
373,25/04/2024,100000010491,20,,10000001,,
431,25/04/2024,100000010492,10,,10000001,,
273,25/04/2024,100000010493,10,,10000001,273,
273,25/04/2024,100000010494,50,,10000001,,
136,25/04/2024,100000010495,10,,10000001,136,
273,25/04/2024,100000010496,20,,10000001,273,
371,25/04/2024,100000010497,20,,10000001,371,
374,25/04/2024,100000010498,50,,10000001,,
231,25/04/2024,100000010499,20,,10000001,,
276,25/04/2024,100000010500,20,,10000001,,
374,25/04/2024,100000010501,10,,10000001,374,
127,25/04/2024,100000010502,10,,10000001,,
431,25/04/2024,100000010503,50,,10000001,,
276,25/04/2024,100000010504,20,,10000001,276,
373,25/04/2024,100000010505,20,,10000001,,
374,25/04/2024,100000010506,10,,10000001,,
373,25/04/2024,100000010507,50,,10000001,,
133,25/04/2024,100000010508,20,,10000001,133,
374,25/04/2024,100000010509,50,,10000001,,
132,25/04/2024,100000010510,50,,10000001,132,
375,25/04/2024,100000010511,10,,10000001,,
272,25/04/2024,100000010512,10,,10000001,272,
284,25/04/2024,100000010513,50,,10000001,,
371,25/04/2024,100000010514,10,,10000001,371,
133,25/04/2024,100000010515,10,,10000001,,
136,25/04/2024,100000010516,20,,10000001,,
374,25/04/2024,100000010517,20,,10000001,374,
133,25/04/2024,100000010518,50,,10000001,133,
137,25/04/2024,100000010519,20,,10000001,137,
146,25/04/2024,100000010520,10,,10000001,146,
210,25/04/2024,100000010521,10,,10000001,210,
276,25/04/2024,100000010522,10,,10000001,,
185,25/04/2024,100000010523,50,,10000001,185,
433,25/04/2024,100000010524,50,,10000001,433,
375,25/04/2024,100000010525,10,,10000001,375,
275,25/04/2024,100000010526,50,,10000001,275,
371,25/04/2024,100000010527,50,,10000001,371,
431,25/04/2024,100000010528,50,,10000001,,
381,25/04/2024,100000010529,10,,10000001,,
133,25/04/2024,100000010530,20,,10000001,,
375,25/04/2024,100000010531,50,,10000001,,
275,25/04/2024,100000010532,50,,10000001,,
410,25/04/2024,100000010533,10,,10000001,,
210,25/04/2024,100000010534,10,,10000001,,
369,25/04/2024,100000010535,10,,10000001,369,
276,25/04/2024,100000010536,10,,10000001,,
146,25/04/2024,100000010537,50,,10000001,146,
273,25/04/2024,100000010538,10,,10000001,,
276,25/04/2024,100000010539,10,,10000001,,
375,25/04/2024,100000010540,20,,10000001,,
146,25/04/2024,100000010541,20,,10000001,,
273,25/04/2024,100000010542,10,,10000001,273,
210,25/04/2024,100000010543,20,,10000001,210,
275,25/04/2024,100000010544,50,,10000001,275,
136,25/04/2024,100000010545,20,,10000001,136,
273,25/04/2024,100000010546,10,,10000001,273,
137,25/04/2024,100000010547,10,,10000001,,
273,25/04/2024,100000010548,50,,10000001,273,
310,25/04/2024,100000010549,20,,10000001,310,
137,25/04/2024,100000010550,50,,10000001,,
381,25/04/2024,100000010551,20,,10000001,381,
433,25/04/2024,100000010552,10,,10000001,433,
141,25/04/2024,100000010553,50,,10000001,,
431,25/04/2024,100000010554,10,,10000001,,
430,25/04/2024,100000010555,20,,10000001,,
185,25/04/2024,100000010556,20,,10000001,185,
284,25/04/2024,100000010557,20,,10000001,,
285,25/04/2024,100000010558,50,,10000001,,
353,25/04/2024,100000010559,50,,10000001,353,
310,25/04/2024,100000010560,20,,10000001,,
353,25/04/2024,100000010561,20,,10000001,353,
276,25/04/2024,100000010562,50,,10000001,,
143,25/04/2024,100000010563,10,,10000001,143,
126,25/04/2024,100000010564,20,,10000001,,
136,25/04/2024,100000010565,10,,10000001,,
143,25/04/2024,100000010566,20,,10000001,,
284,25/04/2024,100000010567,50,,10000001,284,
210,25/04/2024,100000010568,50,,10000001,,
276,25/04/2024,100000010569,10,,10000001,,
352,25/04/2024,100000010570,10,,10000001,352,
143,25/04/2024,100000010571,20,,10000001,143,
185,25/04/2024,100000010572,10,,10000001,185,
381,25/04/2024,100000010573,10,,10000001,,
375,25/04/2024,100000010574,10,,10000001,,
126,25/04/2024,100000010575,10,,10000001,126,
352,25/04/2024,100000010576,10,,10000001,,
182,25/04/2024,100000010577,10,,10000001,,
143,25/04/2024,100000010578,20,,10000001,143,
146,25/04/2024,100000010579,10,,10000001,,
433,25/04/2024,100000010580,10,,10000001,,
210,25/04/2024,100000010581,50,,10000001,210,
375,25/04/2024,100000010582,50,,10000001,375,
285,25/04/2024,100000010583,20,,10000001,,
127,25/04/2024,100000010584,10,,10000001,127,
132,25/04/2024,100000010585,50,,10000001,132,
