*20230331_GV005.csv
"ISSUE STORE","ISSUE DATE","VOUCHER NUMBER","VOUCHER AMOUNT","REDEEM STORE","EXPIRY DATE","BATCH NUMBER","ACTION"
210,24/05/2024,110000000079,50,210,,10000001,
127,24/05/2024,110000000080,20,,,10000001,
431,24/05/2024,110000000081,50,431,,10000001,
381,24/05/2024,110000000082,50,381,,10000001,
273,24/05/2024,110000000083,50,273,,10000001,
133,24/05/2024,110000000084,10,133,,10000001,
371,24/05/2024,110000000085,20,371,,10000001,
146,24/05/2024,110000000086,50,,,10000001,
132,24/05/2024,110000000087,50,,,10000001,
137,24/05/2024,110000000088,50,,,10000001,
353,24/05/2024,110000000089,50,,,10000001,
133,24/05/2024,110000000090,10,,,10000001,
146,24/05/2024,110000000091,10,,,10000001,
137,24/05/2024,110000000092,10,137,,10000001,
182,24/05/2024,110000000093,10,182,,10000001,
272,24/05/2024,110000000094,10,,,10000001,
371,24/05/2024,110000000095,20,,,10000001,
374,24/05/2024,110000000096,10,374,,10000001,
276,24/05/2024,110000000097,10,276,,10000001,
371,24/05/2024,110000000098,10,,,10000001,
133,24/05/2024,110000000099,10,133,,10000001,
369,24/05/2024,110000000100,20,,,10000001,
137,24/05/2024,110000000101,50,,,10000001,
381,24/05/2024,110000000102,50,,,10000001,
132,24/05/2024,110000000103,20,132,,10000001,
136,24/05/2024,110000000104,50,,,10000001,
133,24/05/2024,110000000105,50,,,10000001,
375,24/05/2024,110000000106,50,,,10000001,
352,24/05/2024,110000000107,50,352,,10000001,
310,24/05/2024,110000000108,20,,,10000001,
141,24/05/2024,110000000109,50,,,10000001,
276,24/05/2024,110000000110,20,276,,10000001,
284,24/05/2024,110000000111,20,,,10000001,
143,24/05/2024,110000000112,20,143,,10000001,
136,24/05/2024,110000000113,50,,,10000001,
126,24/05/2024,110000000114,10,126,,10000001,
373,24/05/2024,110000000115,10,,,10000001,
373,24/05/2024,110000000116,20,373,,10000001,
137,24/05/2024,110000000117,20,,,10000001,
310,24/05/2024,110000000118,10,,,10000001,
143,24/05/2024,110000000119,50,,,10000001,
146,24/05/2024,110000000120,20,,,10000001,
285,24/05/2024,110000000121,10,,,10000001,
353,24/05/2024,110000000122,50,,,10000001,
352,24/05/2024,110000000123,50,352,,10000001,
375,24/05/2024,110000000124,20,375,,10000001,
373,24/05/2024,110000000125,50,,,10000001,
146,24/05/2024,110000000126,10,146,,10000001,
275,24/05/2024,110000000127,10,,,10000001,
143,24/05/2024,110000000128,10,143,,10000001,
143,24/05/2024,110000000129,50,143,,10000001,
430,24/05/2024,110000000130,20,,,10000001,
371,24/05/2024,110000000131,50,,,10000001,
374,24/05/2024,110000000132,10,,,10000001,
431,24/05/2024,110000000133,10,,,10000001,
410,24/05/2024,110000000134,20,,,10000001,
137,24/05/2024,110000000135,20,,,10000001,
353,24/05/2024,110000000136,50,353,,10000001,
272,24/05/2024,110000000137,20,272,,10000001,
375,24/05/2024,110000000138,20,375,,10000001,
143,24/05/2024,110000000139,50,143,,10000001,
284,24/05/2024,110000000140,10,,,10000001,
353,24/05/2024,110000000141,10,353,,10000001,
276,24/05/2024,110000000142,50,276,,10000001,
126,24/05/2024,110000000143,10,126,,10000001,
284,24/05/2024,110000000144,10,,,10000001,
375,24/05/2024,110000000145,10,375,,10000001,
373,24/05/2024,110000000146,50,373,,10000001,
185,24/05/2024,110000000147,50,,,10000001,
371,24/05/2024,110000000148,10,371,,10000001,
310,24/05/2024,110000000149,50,310,,10000001,
231,24/05/2024,110000000150,10,231,,10000001,
353,24/05/2024,110000000151,10,,,10000001,
381,24/05/2024,110000000152,10,,,10000001,
136,24/05/2024,110000000153,50,136,,10000001,
127,24/05/2024,110000000154,50,,,10000001,
146,24/05/2024,110000000155,10,,,10000001,
143,24/05/2024,110000000156,10,,,10000001,
133,24/05/2024,110000000157,20,,,10000001,
131,24/05/2024,110000000158,10,131,,10000001,
369,24/05/2024,110000000159,20,,,10000001,
352,24/05/2024,110000000160,10,,,10000001,
375,24/05/2024,110000000161,20,,,10000001,
373,24/05/2024,110000000162,10,,,10000001,
141,24/05/2024,110000000163,10,141,,10000001,
373,24/05/2024,110000000164,10,,,10000001,
132,24/05/2024,110000000165,20,,,10000001,
272,24/05/2024,110000000166,10,272,,10000001,
373,24/05/2024,110000000167,10,,,10000001,
273,24/05/2024,110000000168,20,,,10000001,
182,24/05/2024,110000000169,10,182,,10000001,
369,24/05/2024,110000000170,20,369,,10000001,
137,24/05/2024,110000000171,20,137,,10000001,
433,24/05/2024,110000000172,50,433,,10000001,
127,24/05/2024,110000000173,20,127,,10000001,
210,24/05/2024,110000000174,50,,,10000001,
231,24/05/2024,110000000175,10,231,,10000001,
272,24/05/2024,110000000176,20,,,10000001,
146,24/05/2024,110000000177,10,,,10000001,
143,24/05/2024,110000000178,20,,,10000001,
375,24/05/2024,110000000179,10,,,10000001,
231,24/05/2024,110000000180,50,231,,10000001,
433,24/05/2024,110000000181,20,433,,10000001,
127,24/05/2024,110000000182,20,127,,10000001,
272,24/05/2024,110000000183,50,272,,10000001,
126,24/05/2024,110000000184,50,,,10000001,
433,24/05/2024,110000000185,20,433,,10000001,
141,24/05/2024,110000000186,20,,,10000001,
433,24/05/2024,110000000187,20,,,10000001,
353,24/05/2024,110000000188,50,,,10000001,
353,24/05/2024,110000000189,50,,,10000001,
373,24/05/2024,110000000190,10,373,,10000001,
410,24/05/2024,110000000191,20,,,10000001,
352,24/05/2024,110000000192,50,,,10000001,
185,24/05/2024,110000000193,20,,,10000001,
276,24/05/2024,110000000194,50,276,,10000001,
381,24/05/2024,110000000195,50,,,10000001,
371,24/05/2024,110000000196,20,,,10000001,
285,24/05/2024,110000000197,10,,,10000001,
430,24/05/2024,110000000198,10,430,,10000001,
276,24/05/2024,110000000199,20,,,10000001,
272,24/05/2024,110000000200,50,272,,10000001,
433,24/05/2024,110000000201,50,,,10000001,
126,24/05/2024,110000000202,10,126,,10000001,
127,24/05/2024,110000000203,10,127,,10000001,
371,24/05/2024,110000000204,10,,,10000001,
310,24/05/2024,110000000205,50,310,,10000001,
136,24/05/2024,110000000206,10,,,10000001,
369,24/05/2024,110000000207,50,369,,10000001,
430,24/05/2024,110000000208,10,,,10000001,
127,24/05/2024,110000000209,20,,,10000001,
143,24/05/2024,110000000210,50,,,10000001,
374,24/05/2024,110000000211,10,374,,10000001,
284,24/05/2024,110000000212,20,,,10000001,
136,24/05/2024,110000000213,10,136,,10000001,
137,24/05/2024,110000000214,10,,,10000001,
131,24/05/2024,110000000215,10,131,,10000001,
275,24/05/2024,110000000216,50,275,,10000001,
275,24/05/2024,110000000217,10,275,,10000001,
210,24/05/2024,110000000218,20,210,,10000001,
353,24/05/2024,110000000219,50,,,10000001,
352,24/05/2024,110000000220,50,352,,10000001,
276,24/05/2024,110000000221,10,,,10000001,
284,24/05/2024,110000000222,50,,,10000001,
433,24/05/2024,110000000223,10,,,10000001,
369,24/05/2024,110000000224,10,,,10000001,
353,24/05/2024,110000000225,50,,,10000001,
410,24/05/2024,110000000226,20,410,,10000001,
285,24/05/2024,110000000227,20,,,10000001,
353,24/05/2024,110000000228,10,,,10000001,
127,24/05/2024,110000000229,50,127,,10000001,
126,24/05/2024,110000000230,20,,,10000001,
126,24/05/2024,110000000231,50,126,,10000001,
275,24/05/2024,110000000232,10,275,,10000001,
430,24/05/2024,110000000233,20,,,10000001,
136,24/05/2024,110000000234,10,136,,10000001,
273,24/05/2024,110000000235,50,,,10000001,
231,24/05/2024,110000000236,20,231,,10000001,
146,24/05/2024,110000000237,20,146,,10000001,
185,24/05/2024,110000000238,50,,,10000001,
433,24/05/2024,110000000239,10,433,,10000001,
272,24/05/2024,110000000240,50,272,,10000001,
210,24/05/2024,110000000241,10,210,,10000001,
273,24/05/2024,110000000242,50,,,10000001,
431,24/05/2024,110000000243,10,431,,10000001,
136,24/05/2024,110000000244,20,136,,10000001,
273,24/05/2024,110000000245,10,,,10000001,
146,24/05/2024,110000000246,50,,,10000001,
352,24/05/2024,110000000247,20,,,10000001,
210,24/05/2024,110000000248,10,210,,10000001,
143,24/05/2024,110000000249,10,,,10000001,
430,24/05/2024,110000000250,10,430,,10000001,
273,24/05/2024,110000000251,10,,,10000001,
133,24/05/2024,110000000252,50,,,10000001,
143,24/05/2024,110000000253,50,,,10000001,
210,24/05/2024,110000000254,20,210,,10000001,
310,24/05/2024,110000000255,50,,,10000001,
273,24/05/2024,110000000256,10,273,,10000001,
410,24/05/2024,110000000257,20,410,,10000001,
182,24/05/2024,110000000258,20,182,,10000001,
272,24/05/2024,110000000259,10,272,,10000001,
132,24/05/2024,110000000260,50,,,10000001,
210,24/05/2024,110000000261,10,,,10000001,
276,24/05/2024,110000000262,50,,,10000001,
136,24/05/2024,110000000263,10,,,10000001,
132,24/05/2024,110000000264,50,,,10000001,
133,24/05/2024,110000000265,20,,,10000001,
431,24/05/2024,110000000266,50,,,10000001,
371,24/05/2024,110000000267,10,,,10000001,
431,24/05/2024,110000000268,20,431,,10000001,
126,24/05/2024,110000000269,20,126,,10000001,
141,24/05/2024,110000000270,50,141,,10000001,
127,24/05/2024,110000000271,10,127,,10000001,
137,24/05/2024,110000000272,20,,,10000001,
371,24/05/2024,110000000273,50,371,,10000001,
132,24/05/2024,110000000274,10,132,,10000001,
143,24/05/2024,110000000275,50,,,10000001,
131,24/05/2024,110000000276,10,131,,10000001,
310,24/05/2024,110000000277,20,310,,10000001,
210,24/05/2024,110000000278,10,210,,10000001,
373,24/05/2024,110000000279,50,,,10000001,
146,24/05/2024,110000000280,20,146,,10000001,
137,24/05/2024,110000000281,20,,,10000001,
371,24/05/2024,110000000282,20,371,,10000001,
373,24/05/2024,110000000283,10,,,10000001,
231,24/05/2024,110000000284,10,,,10000001,
143,24/05/2024,110000000285,50,,,10000001,
132,24/05/2024,110000000286,50,,,10000001,
185,24/05/2024,110000000287,50,,,10000001,
185,24/05/2024,110000000288,50,,,10000001,
146,24/05/2024,110000000289,50,,,10000001,
146,24/05/2024,110000000290,50,,,10000001,
375,24/05/2024,110000000291,50,,,10000001,
127,24/05/2024,110000000292,10,127,,10000001,
431,24/05/2024,110000000293,20,,,10000001,
185,24/05/2024,110000000294,50,,,10000001,
369,24/05/2024,110000000295,10,,,10000001,
275,24/05/2024,110000000296,50,,,10000001,
127,24/05/2024,110000000297,20,,,10000001,
375,24/05/2024,110000000298,10,375,,10000001,
126,24/05/2024,110000000299,50,,,10000001,
137,24/05/2024,110000000300,10,,,10000001,
352,24/05/2024,110000000301,20,,,10000001,
276,24/05/2024,110000000302,20,276,,10000001,
381,24/05/2024,110000000303,50,381,,10000001,
353,24/05/2024,110000000304,20,353,,10000001,
276,24/05/2024,110000000305,10,276,,10000001,
136,24/05/2024,110000000306,20,136,,10000001,
374,24/05/2024,110000000307,20,,,10000001,
430,24/05/2024,110000000308,10,,,10000001,
353,24/05/2024,110000000309,10,,,10000001,
433,24/05/2024,110000000310,10,,,10000001,
374,24/05/2024,110000000311,10,,,10000001,
143,24/05/2024,110000000312,50,,,10000001,
284,24/05/2024,110000000313,20,,,10000001,
433,24/05/2024,110000000314,20,433,,10000001,
136,24/05/2024,110000000315,10,136,,10000001,
430,24/05/2024,110000000316,10,,,10000001,
275,24/05/2024,110000000317,50,275,,10000001,
371,24/05/2024,110000000318,50,,,10000001,
310,24/05/2024,110000000319,50,,,10000001,
371,24/05/2024,110000000320,10,,,10000001,
272,24/05/2024,110000000321,50,272,,10000001,
310,24/05/2024,110000000322,10,310,,10000001,
353,24/05/2024,110000000323,20,,,10000001,
373,24/05/2024,110000000324,10,373,,10000001,
137,24/05/2024,110000000325,50,,,10000001,
369,24/05/2024,110000000326,50,,,10000001,
374,24/05/2024,110000000327,50,374,,10000001,
375,24/05/2024,110000000328,50,,,10000001,
381,24/05/2024,110000000329,10,,,10000001,
137,24/05/2024,110000000330,20,137,,10000001,
210,24/05/2024,110000000331,50,210,,10000001,
146,24/05/2024,110000000332,10,146,,10000001,
273,24/05/2024,110000000333,10,,,10000001,
136,24/05/2024,110000000334,50,,,10000001,
182,24/05/2024,110000000335,20,182,,10000001,
371,24/05/2024,110000000336,10,,,10000001,
210,24/05/2024,110000000337,50,,,10000001,
353,24/05/2024,110000000338,10,,,10000001,
373,24/05/2024,110000000339,10,373,,10000001,
369,24/05/2024,110000000340,50,369,,10000001,
182,24/05/2024,110000000341,20,,,10000001,
371,24/05/2024,110000000342,20,,,10000001,
381,24/05/2024,110000000343,10,,,10000001,
431,24/05/2024,110000000344,50,431,,10000001,
374,24/05/2024,110000000345,20,374,,10000001,
273,24/05/2024,110000000346,10,,,10000001,
373,24/05/2024,110000000347,10,373,,10000001,
433,24/05/2024,110000000348,10,433,,10000001,
410,24/05/2024,110000000349,50,,,10000001,
373,24/05/2024,110000000350,10,373,,10000001,
381,24/05/2024,110000000351,10,,,10000001,
284,24/05/2024,110000000352,50,,,10000001,
273,24/05/2024,110000000353,10,273,,10000001,
275,24/05/2024,110000000354,20,275,,10000001,
433,24/05/2024,110000000355,20,433,,10000001,
210,24/05/2024,110000000356,50,,,10000001,
273,24/05/2024,110000000357,50,273,,10000001,
126,24/05/2024,110000000358,20,,,10000001,
126,24/05/2024,110000000359,10,,,10000001,
285,24/05/2024,110000000360,20,285,,10000001,
146,24/05/2024,110000000361,10,,,10000001,
430,24/05/2024,110000000362,20,430,,10000001,
371,24/05/2024,110000000363,10,371,,10000001,
143,24/05/2024,110000000364,10,,,10000001,
185,24/05/2024,110000000365,20,,,10000001,
371,24/05/2024,110000000366,20,,,10000001,
374,24/05/2024,110000000367,20,,,10000001,
433,24/05/2024,110000000368,10,433,,10000001,
133,24/05/2024,110000000369,20,,,10000001,
231,24/05/2024,110000000370,50,231,,10000001,
430,24/05/2024,110000000371,10,,,10000001,
231,24/05/2024,110000000372,20,,,10000001,
410,24/05/2024,110000000373,50,,,10000001,
182,24/05/2024,110000000374,10,182,,10000001,
146,24/05/2024,110000000375,20,,,10000001,
381,24/05/2024,110000000376,20,,,10000001,
371,24/05/2024,110000000377,50,371,,10000001,
182,24/05/2024,110000000378,20,,,10000001,
375,24/05/2024,110000000379,20,375,,10000001,
127,24/05/2024,110000000380,20,,,10000001,
375,24/05/2024,110000000381,50,375,,10000001,
433,24/05/2024,110000000382,10,433,,10000001,
373,24/05/2024,110000000383,20,,,10000001,
127,24/05/2024,110000000384,20,127,,10000001,
369,24/05/2024,110000000385,20,369,,10000001,
127,24/05/2024,110000000386,50,127,,10000001,
132,24/05/2024,110000000387,20,,,10000001,
433,24/05/2024,110000000388,50,433,,10000001,
131,24/05/2024,110000000389,10,,,10000001,
371,24/05/2024,110000000390,20,,,10000001,
369,24/05/2024,110000000391,50,,,10000001,
275,24/05/2024,110000000392,50,,,10000001,
141,24/05/2024,110000000393,50,,,10000001,
143,24/05/2024,110000000394,10,,,10000001,
310,24/05/2024,110000000395,10,,,10000001,
185,24/05/2024,110000000396,20,,,10000001,
133,24/05/2024,110000000397,20,,,10000001,
182,24/05/2024,110000000398,50,182,,10000001,
141,24/05/2024,110000000399,10,,,10000001,
131,24/05/2024,110000000400,50,,,10000001,
182,24/05/2024,110000000401,20,,,10000001,
132,24/05/2024,110000000402,20,132,,10000001,
410,24/05/2024,110000000403,50,,,10000001,
275,24/05/2024,110000000404,20,275,,10000001,
371,24/05/2024,110000000405,50,371,,10000001,
132,24/05/2024,110000000406,10,132,,10000001,
133,24/05/2024,110000000407,50,133,,10000001,
310,24/05/2024,110000000408,10,,,10000001,
136,24/05/2024,110000000409,10,136,,10000001,
143,24/05/2024,110000000410,50,143,,10000001,
136,24/05/2024,110000000411,50,136,,10000001,
231,24/05/2024,110000000412,10,231,,10000001,
146,24/05/2024,110000000413,10,,,10000001,
369,24/05/2024,110000000414,10,,,10000001,
284,24/05/2024,110000000415,50,,,10000001,
136,24/05/2024,110000000416,10,,,10000001,
231,24/05/2024,110000000417,20,,,10000001,
433,24/05/2024,110000000418,50,,,10000001,
373,24/05/2024,110000000419,10,,,10000001,
371,24/05/2024,110000000420,50,371,,10000001,
137,24/05/2024,110000000421,10,,,10000001,
371,24/05/2024,110000000422,20,371,,10000001,
182,24/05/2024,110000000423,20,,,10000001,
285,24/05/2024,110000000424,50,285,,10000001,
285,24/05/2024,110000000425,20,285,,10000001,
131,24/05/2024,110000000426,10,,,10000001,
374,24/05/2024,110000000427,20,374,,10000001,
182,24/05/2024,110000000428,10,,,10000001,
352,24/05/2024,110000000429,50,352,,10000001,
375,24/05/2024,110000000430,20,,,10000001,
373,24/05/2024,110000000431,50,373,,10000001,
210,24/05/2024,110000000432,50,210,,10000001,
141,24/05/2024,110000000433,10,,,10000001,
374,24/05/2024,110000000434,50,,,10000001,
275,24/05/2024,110000000435,50,,,10000001,
369,24/05/2024,110000000436,10,369,,10000001,
375,24/05/2024,110000000437,10,,,10000001,
353,24/05/2024,110000000438,50,,,10000001,
136,24/05/2024,110000000439,20,136,,10000001,
131,24/05/2024,110000000440,50,,,10000001,
285,24/05/2024,110000000441,10,,,10000001,
143,24/05/2024,110000000442,20,143,,10000001,
433,24/05/2024,110000000443,50,,,10000001,
131,24/05/2024,110000000444,20,131,,10000001,
182,24/05/2024,110000000445,10,,,10000001,
141,24/05/2024,110000000446,10,141,,10000001,
369,24/05/2024,110000000447,50,369,,10000001,
133,24/05/2024,110000000448,20,,,10000001,
276,24/05/2024,110000000449,10,,,10000001,
371,24/05/2024,110000000450,50,371,,10000001,
352,24/05/2024,110000000451,20,,,10000001,
146,24/05/2024,110000000452,20,146,,10000001,
285,24/05/2024,110000000453,20,285,,10000001,
310,24/05/2024,110000000454,10,310,,10000001,
126,24/05/2024,110000000455,20,,,10000001,
133,24/05/2024,110000000456,20,133,,10000001,
369,24/05/2024,110000000457,20,,,10000001,
433,24/05/2024,110000000458,50,433,,10000001,
146,24/05/2024,110000000459,20,,,10000001,
310,24/05/2024,110000000460,50,,,10000001,
272,24/05/2024,110000000461,50,,,10000001,
210,24/05/2024,110000000462,10,210,,10000001,
146,24/05/2024,110000000463,20,,,10000001,
210,24/05/2024,110000000464,20,210,,10000001,
146,24/05/2024,110000000465,50,,,10000001,
352,24/05/2024,110000000466,50,352,,10000001,
431,24/05/2024,110000000467,10,,,10000001,
275,24/05/2024,110000000468,10,,,10000001,
131,24/05/2024,110000000469,20,,,10000001,
430,24/05/2024,110000000470,10,430,,10000001,
137,24/05/2024,110000000471,20,,,10000001,
146,24/05/2024,110000000472,10,146,,10000001,
410,24/05/2024,110000000473,20,410,,10000001,
371,24/05/2024,110000000474,10,,,10000001,
137,24/05/2024,110000000475,20,137,,10000001,
375,24/05/2024,110000000476,50,375,,10000001,
126,24/05/2024,110000000477,10,126,,10000001,
375,24/05/2024,110000000478,20,375,,10000001,
231,24/05/2024,110000000479,50,231,,10000001,
137,24/05/2024,110000000480,20,,,10000001,
273,24/05/2024,110000000481,10,273,,10000001,
353,24/05/2024,110000000482,10,,,10000001,
231,24/05/2024,110000000483,50,,,10000001,
431,24/05/2024,110000000484,50,431,,10000001,
431,24/05/2024,110000000485,50,,,10000001,
182,24/05/2024,110000000486,50,,,10000001,
353,24/05/2024,110000000487,50,353,,10000001,
371,24/05/2024,110000000488,50,,,10000001,
146,24/05/2024,110000000489,20,146,,10000001,
276,24/05/2024,110000000490,10,,,10000001,
185,24/05/2024,110000000491,10,,,10000001,
182,24/05/2024,110000000492,10,,,10000001,
132,24/05/2024,110000000493,50,132,,10000001,
373,24/05/2024,110000000494,10,,,10000001,
410,24/05/2024,110000000495,10,,,10000001,
133,24/05/2024,110000000496,20,,,10000001,
126,24/05/2024,110000000497,10,,,10000001,
275,24/05/2024,110000000498,10,275,,10000001,
431,24/05/2024,110000000499,50,431,,10000001,
132,24/05/2024,110000000500,20,132,,10000001,
284,24/05/2024,110000000501,50,284,,10000001,
185,24/05/2024,110000000502,10,185,,10000001,
276,24/05/2024,110000000503,10,,,10000001,
137,24/05/2024,110000000504,20,137,,10000001,
133,24/05/2024,110000000505,10,133,,10000001,
133,24/05/2024,110000000506,50,133,,10000001,
275,24/05/2024,110000000507,20,,,10000001,
373,24/05/2024,110000000508,20,373,,10000001,
374,24/05/2024,110000000509,50,,,10000001,
182,24/05/2024,110000000510,20,,,10000001,
141,24/05/2024,110000000511,50,141,,10000001,
410,24/05/2024,110000000512,20,,,10000001,
410,24/05/2024,110000000513,10,410,,10000001,
284,24/05/2024,110000000514,20,284,,10000001,
272,24/05/2024,110000000515,20,,,10000001,
433,24/05/2024,110000000516,20,,,10000001,
137,24/05/2024,110000000517,10,137,,10000001,
133,24/05/2024,110000000518,50,133,,10000001,
272,24/05/2024,110000000519,50,,,10000001,
141,24/05/2024,110000000520,20,141,,10000001,
182,24/05/2024,110000000521,20,,,10000001,
275,24/05/2024,110000000522,20,275,,10000001,
373,24/05/2024,110000000523,50,,,10000001,
131,24/05/2024,110000000524,50,,,10000001,
410,24/05/2024,110000000525,50,,,10000001,
126,24/05/2024,110000000526,10,,,10000001,
132,24/05/2024,110000000527,20,,,10000001,
352,24/05/2024,110000000528,10,,,10000001,
231,24/05/2024,110000000529,50,,,10000001,
285,24/05/2024,110000000530,20,285,,10000001,
210,24/05/2024,110000000531,10,210,,10000001,
371,24/05/2024,110000000532,50,,,10000001,
146,24/05/2024,110000000533,50,,,10000001,
136,24/05/2024,110000000534,50,,,10000001,
285,24/05/2024,110000000535,20,285,,10000001,
275,24/05/2024,110000000536,50,275,,10000001,
131,24/05/2024,110000000537,20,,,10000001,
374,24/05/2024,110000000538,10,,,10000001,
273,24/05/2024,110000000539,10,,,10000001,
433,24/05/2024,110000000540,50,,,10000001,
127,24/05/2024,110000000541,50,,,10000001,
369,24/05/2024,110000000542,50,369,,10000001,
143,24/05/2024,110000000543,50,143,,10000001,
285,24/05/2024,110000000544,20,,,10000001,
143,24/05/2024,110000000545,20,,,10000001,
143,24/05/2024,110000000546,50,,,10000001,
352,24/05/2024,110000000547,20,,,10000001,
374,24/05/2024,110000000548,50,374,,10000001,
375,24/05/2024,110000000549,20,,,10000001,
352,24/05/2024,110000000550,20,,,10000001,
369,24/05/2024,110000000551,50,369,,10000001,
371,24/05/2024,110000000552,10,371,,10000001,
127,24/05/2024,110000000553,10,127,,10000001,
273,24/05/2024,110000000554,50,273,,10000001,
410,24/05/2024,110000000555,10,410,,10000001,
284,24/05/2024,110000000556,10,,,10000001,
375,24/05/2024,110000000557,50,375,,10000001,
410,24/05/2024,110000000558,50,,,10000001,
137,24/05/2024,110000000559,20,137,,10000001,
374,24/05/2024,110000000560,50,374,,10000001,
231,24/05/2024,110000000561,50,231,,10000001,
275,24/05/2024,110000000562,20,,,10000001,
373,24/05/2024,110000000563,20,,,10000001,
126,24/05/2024,110000000564,50,,,10000001,
146,24/05/2024,110000000565,10,146,,10000001,
310,24/05/2024,110000000566,10,,,10000001,
131,24/05/2024,110000000567,50,131,,10000001,
137,24/05/2024,110000000568,10,137,,10000001,
132,24/05/2024,110000000569,10,,,10000001,
276,24/05/2024,110000000570,20,276,,10000001,
352,24/05/2024,110000000571,10,,,10000001,
141,24/05/2024,110000000572,20,,,10000001,
143,24/05/2024,110000000573,50,143,,10000001,
353,24/05/2024,110000000574,50,353,,10000001,
126,24/05/2024,110000000575,20,126,,10000001,
352,24/05/2024,110000000576,10,,,10000001,
182,24/05/2024,110000000577,50,182,,10000001,
310,24/05/2024,110000000578,20,,,10000001,
146,24/05/2024,110000000579,20,146,,10000001,
285,24/05/2024,110000000580,50,285,,10000001,
430,24/05/2024,110000000581,20,,,10000001,
433,24/05/2024,110000000582,10,433,,10000001,
126,24/05/2024,110000000583,10,,,10000001,
371,24/05/2024,110000000584,10,371,,10000001,
131,24/05/2024,110000000585,10,,,10000001,
375,24/05/2024,110000000586,20,375,,10000001,
272,24/05/2024,110000000587,10,272,,10000001,
127,24/05/2024,110000000588,10,,,10000001,
374,24/05/2024,110000000589,50,374,,10000001,
