*20230331_GV005.csv
ISSUE STORE,ISSUE DATE,VOUCHER NUMBER,VOUCHER AMOUNT,EXPIRY DATE,BATCH NUMBER,REDEEM STORE,ACTION
375,25/04/2024,100000000134,50,,10000001,375,
272,25/04/2024,100000000135,20,,10000001,,
431,25/04/2024,100000000136,20,,10000001,431,
273,25/04/2024,100000000137,50,,10000001,,
353,25/04/2024,100000000138,20,,10000001,353,
431,25/04/2024,100000000139,10,,10000001,431,
231,25/04/2024,100000000140,20,,10000001,,
126,25/04/2024,100000000141,50,,10000001,126,
275,25/04/2024,100000000142,20,,10000001,,
276,25/04/2024,100000000143,10,,10000001,276,
182,25/04/2024,100000000144,10,,10000001,182,
276,25/04/2024,100000000145,20,,10000001,,
433,25/04/2024,100000000146,20,,10000001,,
275,25/04/2024,100000000147,50,,10000001,,
371,25/04/2024,100000000148,10,,10000001,,
133,25/04/2024,100000000149,10,,10000001,,
373,25/04/2024,100000000150,20,,10000001,373,
410,25/04/2024,100000000151,50,,10000001,410,
285,25/04/2024,100000000152,20,,10000001,285,
433,25/04/2024,100000000153,20,,10000001,433,
410,25/04/2024,100000000154,10,,10000001,410,
131,25/04/2024,100000000155,20,,10000001,131,
285,25/04/2024,100000000156,20,,10000001,,
127,25/04/2024,100000000157,10,,10000001,,
146,25/04/2024,100000000158,20,,10000001,,
137,25/04/2024,100000000159,50,,10000001,,
210,25/04/2024,100000000160,50,,10000001,,
133,25/04/2024,100000000161,20,,10000001,133,
185,25/04/2024,100000000162,10,,10000001,185,
433,25/04/2024,100000000163,20,,10000001,,
410,25/04/2024,100000000164,10,,10000001,410,
285,25/04/2024,100000000165,10,,10000001,285,
131,25/04/2024,100000000166,10,,10000001,131,
381,25/04/2024,100000000167,10,,10000001,381,
182,25/04/2024,100000000168,10,,10000001,,
276,25/04/2024,100000000169,10,,10000001,276,
126,25/04/2024,100000000170,20,,10000001,,
430,25/04/2024,100000000171,50,,10000001,,
374,25/04/2024,100000000172,10,,10000001,374,
126,25/04/2024,100000000173,10,,10000001,,
310,25/04/2024,100000000174,50,,10000001,310,
410,25/04/2024,100000000175,10,,10000001,,
433,25/04/2024,100000000176,10,,10000001,433,
143,25/04/2024,100000000177,10,,10000001,143,
275,25/04/2024,100000000178,50,,10000001,,
146,25/04/2024,100000000179,20,,10000001,,
276,25/04/2024,100000000180,10,,10000001,276,
375,25/04/2024,100000000181,10,,10000001,375,
273,25/04/2024,100000000182,10,,10000001,,
132,25/04/2024,100000000183,10,,10000001,,
381,25/04/2024,100000000184,20,,10000001,381,
352,25/04/2024,100000000185,10,,10000001,,
352,25/04/2024,100000000186,20,,10000001,,
275,25/04/2024,100000000187,20,,10000001,,
310,25/04/2024,100000000188,10,,10000001,,
373,25/04/2024,100000000189,50,,10000001,,
381,25/04/2024,100000000190,50,,10000001,381,
276,25/04/2024,100000000191,20,,10000001,,
133,25/04/2024,100000000192,50,,10000001,133,
284,25/04/2024,100000000193,20,,10000001,,
375,25/04/2024,100000000194,10,,10000001,375,
146,25/04/2024,100000000195,50,,10000001,,
371,25/04/2024,100000000196,20,,10000001,371,
276,25/04/2024,100000000197,10,,10000001,,
352,25/04/2024,100000000198,20,,10000001,,
369,25/04/2024,100000000199,50,,10000001,369,
141,25/04/2024,100000000200,10,,10000001,,
276,25/04/2024,100000000201,10,,10000001,,
210,25/04/2024,100000000202,50,,10000001,,
285,25/04/2024,100000000203,10,,10000001,,
371,25/04/2024,100000000204,10,,10000001,371,
126,25/04/2024,100000000205,50,,10000001,,
433,25/04/2024,100000000206,20,,10000001,,
352,25/04/2024,100000000207,10,,10000001,,
146,25/04/2024,100000000208,10,,10000001,,
133,25/04/2024,100000000209,20,,10000001,,
231,25/04/2024,100000000210,10,,10000001,,
284,25/04/2024,100000000211,50,,10000001,,
276,25/04/2024,100000000212,50,,10000001,,
132,25/04/2024,100000000213,20,,10000001,,
131,25/04/2024,100000000214,50,,10000001,131,
136,25/04/2024,100000000215,10,,10000001,136,
146,25/04/2024,100000000216,20,,10000001,146,
310,25/04/2024,100000000217,20,,10000001,,
374,25/04/2024,100000000218,50,,10000001,374,
433,25/04/2024,100000000219,50,,10000001,,
353,25/04/2024,100000000220,50,,10000001,,
375,25/04/2024,100000000221,50,,10000001,375,
131,25/04/2024,100000000222,50,,10000001,131,
143,25/04/2024,100000000223,20,,10000001,143,
127,25/04/2024,100000000224,10,,10000001,,
272,25/04/2024,100000000225,50,,10000001,272,
127,25/04/2024,100000000226,50,,10000001,,
131,25/04/2024,100000000227,50,,10000001,,
210,25/04/2024,100000000228,10,,10000001,210,
430,25/04/2024,100000000229,10,,10000001,430,
231,25/04/2024,100000000230,10,,10000001,,
369,25/04/2024,100000000231,10,,10000001,369,
126,25/04/2024,100000000232,50,,10000001,126,
410,25/04/2024,100000000233,20,,10000001,410,
284,25/04/2024,100000000234,20,,10000001,284,
273,25/04/2024,100000000235,10,,10000001,273,
131,25/04/2024,100000000236,10,,10000001,,
126,25/04/2024,100000000237,20,,10000001,126,
369,25/04/2024,100000000238,10,,10000001,,
374,25/04/2024,100000000239,10,,10000001,374,
127,25/04/2024,100000000240,20,,10000001,127,
136,25/04/2024,100000000241,50,,10000001,136,
276,25/04/2024,100000000242,20,,10000001,,
182,25/04/2024,100000000243,50,,10000001,182,
275,25/04/2024,100000000244,10,,10000001,275,
371,25/04/2024,100000000245,20,,10000001,,
276,25/04/2024,100000000246,50,,10000001,,
273,25/04/2024,100000000247,50,,10000001,,
374,25/04/2024,100000000248,50,,10000001,374,
210,25/04/2024,100000000249,10,,10000001,,
275,25/04/2024,100000000250,50,,10000001,275,
276,25/04/2024,100000000251,50,,10000001,276,
141,25/04/2024,100000000252,10,,10000001,141,
369,25/04/2024,100000000253,10,,10000001,369,
146,25/04/2024,100000000254,10,,10000001,,
276,25/04/2024,100000000255,50,,10000001,276,
284,25/04/2024,100000000256,50,,10000001,284,
136,25/04/2024,100000000257,10,,10000001,,
136,25/04/2024,100000000258,50,,10000001,136,
132,25/04/2024,100000000259,20,,10000001,132,
410,25/04/2024,100000000260,50,,10000001,410,
126,25/04/2024,100000000261,10,,10000001,126,
143,25/04/2024,100000000262,20,,10000001,143,
433,25/04/2024,100000000263,20,,10000001,433,
285,25/04/2024,100000000264,50,,10000001,285,
310,25/04/2024,100000000265,20,,10000001,,
141,25/04/2024,100000000266,20,,10000001,,
430,25/04/2024,100000000267,50,,10000001,,
374,25/04/2024,100000000268,20,,10000001,,
132,25/04/2024,100000000269,10,,10000001,,
132,25/04/2024,100000000270,10,,10000001,132,
431,25/04/2024,100000000271,10,,10000001,431,
185,25/04/2024,100000000272,20,,10000001,,
352,25/04/2024,100000000273,20,,10000001,,
273,25/04/2024,100000000274,10,,10000001,273,
133,25/04/2024,100000000275,20,,10000001,133,
381,25/04/2024,100000000276,50,,10000001,,
375,25/04/2024,100000000277,10,,10000001,,
182,25/04/2024,100000000278,50,,10000001,182,
273,25/04/2024,100000000279,20,,10000001,273,
136,25/04/2024,100000000280,10,,10000001,,
369,25/04/2024,100000000281,20,,10000001,,
353,25/04/2024,100000000282,10,,10000001,353,
182,25/04/2024,100000000283,20,,10000001,,
275,25/04/2024,100000000284,20,,10000001,275,
371,25/04/2024,100000000285,50,,10000001,371,
430,25/04/2024,100000000286,10,,10000001,,
373,25/04/2024,100000000287,20,,10000001,,
353,25/04/2024,100000000288,10,,10000001,353,
310,25/04/2024,100000000289,10,,10000001,310,
375,25/04/2024,100000000290,10,,10000001,375,
374,25/04/2024,100000000291,20,,10000001,374,
310,25/04/2024,100000000292,50,,10000001,,
284,25/04/2024,100000000293,20,,10000001,,
371,25/04/2024,100000000294,20,,10000001,,
433,25/04/2024,100000000295,10,,10000001,433,
431,25/04/2024,100000000296,20,,10000001,431,
273,25/04/2024,100000000297,50,,10000001,,
381,25/04/2024,100000000298,50,,10000001,381,
127,25/04/2024,100000000299,50,,10000001,,
275,25/04/2024,100000000300,20,,10000001,,
276,25/04/2024,100000000301,20,,10000001,276,
285,25/04/2024,100000000302,50,,10000001,285,
353,25/04/2024,100000000303,50,,10000001,,
182,25/04/2024,100000000304,10,,10000001,,
272,25/04/2024,100000000305,50,,10000001,,
132,25/04/2024,100000000306,10,,10000001,,
410,25/04/2024,100000000307,20,,10000001,,
133,25/04/2024,100000000308,20,,10000001,,
430,25/04/2024,100000000309,20,,10000001,,
131,25/04/2024,100000000310,10,,10000001,,
369,25/04/2024,100000000311,10,,10000001,,
430,25/04/2024,100000000312,10,,10000001,430,
371,25/04/2024,100000000313,50,,10000001,371,
352,25/04/2024,100000000314,50,,10000001,352,
284,25/04/2024,100000000315,10,,10000001,,
352,25/04/2024,100000000316,10,,10000001,,
185,25/04/2024,100000000317,20,,10000001,185,
310,25/04/2024,100000000318,20,,10000001,310,
310,25/04/2024,100000000319,50,,10000001,310,
375,25/04/2024,100000000320,10,,10000001,,
284,25/04/2024,100000000321,50,,10000001,,
285,25/04/2024,100000000322,10,,10000001,,
285,25/04/2024,100000000323,50,,10000001,285,
210,25/04/2024,100000000324,20,,10000001,,
210,25/04/2024,100000000325,50,,10000001,,
276,25/04/2024,100000000326,20,,10000001,,
431,25/04/2024,100000000327,20,,10000001,431,
284,25/04/2024,100000000328,10,,10000001,284,
137,25/04/2024,100000000329,10,,10000001,137,
285,25/04/2024,100000000330,20,,10000001,285,
141,25/04/2024,100000000331,50,,10000001,141,
136,25/04/2024,100000000332,50,,10000001,,
375,25/04/2024,100000000333,50,,10000001,,
433,25/04/2024,100000000334,10,,10000001,,
210,25/04/2024,100000000335,20,,10000001,210,
276,25/04/2024,100000000336,50,,10000001,276,
433,25/04/2024,100000000337,50,,10000001,,
310,25/04/2024,100000000338,10,,10000001,,
136,25/04/2024,100000000339,10,,10000001,,
284,25/04/2024,100000000340,20,,10000001,,
132,25/04/2024,100000000341,50,,10000001,132,
136,25/04/2024,100000000342,10,,10000001,136,
352,25/04/2024,100000000343,50,,10000001,352,
276,25/04/2024,100000000344,10,,10000001,,
430,25/04/2024,100000000345,20,,10000001,,
353,25/04/2024,100000000346,10,,10000001,,
131,25/04/2024,100000000347,50,,10000001,,
276,25/04/2024,100000000348,10,,10000001,276,
141,25/04/2024,100000000349,50,,10000001,,
272,25/04/2024,100000000350,50,,10000001,,
374,25/04/2024,100000000351,20,,10000001,,
182,25/04/2024,100000000352,50,,10000001,182,
310,25/04/2024,100000000353,50,,10000001,310,
285,25/04/2024,100000000354,20,,10000001,285,
126,25/04/2024,100000000355,20,,10000001,,
352,25/04/2024,100000000356,10,,10000001,,
136,25/04/2024,100000000357,20,,10000001,136,
146,25/04/2024,100000000358,20,,10000001,146,
284,25/04/2024,100000000359,50,,10000001,284,
132,25/04/2024,100000000360,10,,10000001,,
182,25/04/2024,100000000361,50,,10000001,182,
430,25/04/2024,100000000362,50,,10000001,430,
132,25/04/2024,100000000363,10,,10000001,132,
272,25/04/2024,100000000364,20,,10000001,272,
371,25/04/2024,100000000365,50,,10000001,,
284,25/04/2024,100000000366,50,,10000001,,
275,25/04/2024,100000000367,50,,10000001,,
272,25/04/2024,100000000368,20,,10000001,,
275,25/04/2024,100000000369,10,,10000001,275,
127,25/04/2024,100000000370,50,,10000001,,
433,25/04/2024,100000000371,50,,10000001,,
136,25/04/2024,100000000372,50,,10000001,,
285,25/04/2024,100000000373,20,,10000001,,
353,25/04/2024,100000000374,20,,10000001,,
182,25/04/2024,100000000375,10,,10000001,182,
371,25/04/2024,100000000376,10,,10000001,371,
374,25/04/2024,100000000377,50,,10000001,,
275,25/04/2024,100000000378,50,,10000001,275,
275,25/04/2024,100000000379,20,,10000001,275,
431,25/04/2024,100000000380,50,,10000001,,
410,25/04/2024,100000000381,50,,10000001,,
275,25/04/2024,100000000382,10,,10000001,275,
433,25/04/2024,100000000383,50,,10000001,433,
182,25/04/2024,100000000384,10,,10000001,,
127,25/04/2024,100000000385,50,,10000001,127,
353,25/04/2024,100000000386,20,,10000001,,
431,25/04/2024,100000000387,50,,10000001,,
275,25/04/2024,100000000388,10,,10000001,,
352,25/04/2024,100000000389,50,,10000001,352,
410,25/04/2024,100000000390,20,,10000001,410,
182,25/04/2024,100000000391,50,,10000001,,
136,25/04/2024,100000000392,10,,10000001,,
146,25/04/2024,100000000393,20,,10000001,146,
126,25/04/2024,100000000394,10,,10000001,,
273,25/04/2024,100000000395,20,,10000001,,
431,25/04/2024,100000000396,20,,10000001,,
146,25/04/2024,100000000397,10,,10000001,,
285,25/04/2024,100000000398,20,,10000001,,
273,25/04/2024,100000000399,50,,10000001,,
137,25/04/2024,100000000400,10,,10000001,137,
126,25/04/2024,100000000401,10,,10000001,,
375,25/04/2024,100000000402,20,,10000001,375,
231,25/04/2024,100000000403,50,,10000001,,
141,25/04/2024,100000000404,20,,10000001,,
430,25/04/2024,100000000405,20,,10000001,430,
185,25/04/2024,100000000406,20,,10000001,,
369,25/04/2024,100000000407,10,,10000001,369,
431,25/04/2024,100000000408,10,,10000001,,
273,25/04/2024,100000000409,20,,10000001,,
143,25/04/2024,100000000410,50,,10000001,,
131,25/04/2024,100000000411,50,,10000001,,
410,25/04/2024,100000000412,50,,10000001,410,
275,25/04/2024,100000000413,10,,10000001,275,
133,25/04/2024,100000000414,50,,10000001,,
276,25/04/2024,100000000415,20,,10000001,276,
231,25/04/2024,100000000416,10,,10000001,231,
127,25/04/2024,100000000417,50,,10000001,,
381,25/04/2024,100000000418,50,,10000001,,
285,25/04/2024,100000000419,10,,10000001,,
430,25/04/2024,100000000420,50,,10000001,,
284,25/04/2024,100000000421,50,,10000001,284,
136,25/04/2024,100000000422,10,,10000001,136,
185,25/04/2024,100000000423,50,,10000001,,
136,25/04/2024,100000000424,10,,10000001,136,
141,25/04/2024,100000000425,50,,10000001,141,
272,25/04/2024,100000000426,50,,10000001,,
430,25/04/2024,100000000427,50,,10000001,,
126,25/04/2024,100000000428,20,,10000001,126,
433,25/04/2024,100000000429,20,,10000001,433,
276,25/04/2024,100000000430,20,,10000001,276,
410,25/04/2024,100000000431,20,,10000001,,
276,25/04/2024,100000000432,10,,10000001,276,
381,25/04/2024,100000000433,20,,10000001,,
133,25/04/2024,100000000434,50,,10000001,,
374,25/04/2024,100000000435,20,,10000001,374,
143,25/04/2024,100000000436,20,,10000001,,
137,25/04/2024,100000000437,20,,10000001,,
146,25/04/2024,100000000438,50,,10000001,,
272,25/04/2024,100000000439,50,,10000001,,
433,25/04/2024,100000000440,10,,10000001,433,
433,25/04/2024,100000000441,20,,10000001,,
185,25/04/2024,100000000442,20,,10000001,,
231,25/04/2024,100000000443,50,,10000001,,
133,25/04/2024,100000000444,20,,10000001,133,
136,25/04/2024,100000000445,10,,10000001,136,
137,25/04/2024,100000000446,20,,10000001,,
210,25/04/2024,100000000447,10,,10000001,210,
371,25/04/2024,100000000448,10,,10000001,,
182,25/04/2024,100000000449,20,,10000001,182,
374,25/04/2024,100000000450,10,,10000001,,
141,25/04/2024,100000000451,50,,10000001,141,
146,25/04/2024,100000000452,50,,10000001,146,
284,25/04/2024,100000000453,10,,10000001,284,
273,25/04/2024,100000000454,20,,10000001,273,
182,25/04/2024,100000000455,50,,10000001,182,
381,25/04/2024,100000000456,10,,10000001,381,
131,25/04/2024,100000000457,50,,10000001,,
133,25/04/2024,100000000458,20,,10000001,,
275,25/04/2024,100000000459,50,,10000001,275,
284,25/04/2024,100000000460,20,,10000001,284,
381,25/04/2024,100000000461,20,,10000001,,
210,25/04/2024,100000000462,10,,10000001,,
431,25/04/2024,100000000463,10,,10000001,431,
272,25/04/2024,100000000464,50,,10000001,,
410,25/04/2024,100000000465,20,,10000001,410,
381,25/04/2024,100000000466,10,,10000001,381,
182,25/04/2024,100000000467,50,,10000001,182,
285,25/04/2024,100000000468,20,,10000001,,
275,25/04/2024,100000000469,10,,10000001,275,
141,25/04/2024,100000000470,10,,10000001,,
369,25/04/2024,100000000471,20,,10000001,,
410,25/04/2024,100000000472,20,,10000001,,
276,25/04/2024,100000000473,10,,10000001,276,
285,25/04/2024,100000000474,20,,10000001,,
353,25/04/2024,100000000475,20,,10000001,,
146,25/04/2024,100000000476,10,,10000001,146,
126,25/04/2024,100000000477,20,,10000001,,
373,25/04/2024,100000000478,50,,10000001,,
369,25/04/2024,100000000479,10,,10000001,369,
275,25/04/2024,100000000480,50,,10000001,275,
353,25/04/2024,100000000481,20,,10000001,353,
373,25/04/2024,100000000482,20,,10000001,373,
136,25/04/2024,100000000483,50,,10000001,136,
285,25/04/2024,100000000484,50,,10000001,,
126,25/04/2024,100000000485,50,,10000001,126,
141,25/04/2024,100000000486,50,,10000001,,
143,25/04/2024,100000000487,50,,10000001,143,
127,25/04/2024,100000000488,20,,10000001,127,
231,25/04/2024,100000000489,20,,10000001,231,
371,25/04/2024,100000000490,20,,10000001,,
310,25/04/2024,100000000491,20,,10000001,310,
231,25/04/2024,100000000492,50,,10000001,231,
371,25/04/2024,100000000493,10,,10000001,371,
374,25/04/2024,100000000494,10,,10000001,,
352,25/04/2024,100000000495,50,,10000001,,
431,25/04/2024,100000000496,10,,10000001,431,
369,25/04/2024,100000000497,10,,10000001,369,
353,25/04/2024,100000000498,20,,10000001,,
273,25/04/2024,100000000499,50,,10000001,273,
431,25/04/2024,100000000500,10,,10000001,,
371,25/04/2024,100000000501,10,,10000001,,
131,25/04/2024,100000000502,20,,10000001,131,
433,25/04/2024,100000000503,50,,10000001,,
185,25/04/2024,100000000504,10,,10000001,,
182,25/04/2024,100000000505,50,,10000001,,
410,25/04/2024,100000000506,50,,10000001,,
127,25/04/2024,100000000507,50,,10000001,127,
231,25/04/2024,100000000508,50,,10000001,,
285,25/04/2024,100000000509,10,,10000001,285,
143,25/04/2024,100000000510,50,,10000001,143,
133,25/04/2024,100000000511,20,,10000001,133,
374,25/04/2024,100000000512,20,,10000001,374,
272,25/04/2024,100000000513,50,,10000001,,
430,25/04/2024,100000000514,10,,10000001,,
353,25/04/2024,100000000515,50,,10000001,,
375,25/04/2024,100000000516,10,,10000001,375,
136,25/04/2024,100000000517,10,,10000001,136,
284,25/04/2024,100000000518,50,,10000001,284,
273,25/04/2024,100000000519,20,,10000001,,
273,25/04/2024,100000000520,50,,10000001,,
430,25/04/2024,100000000521,50,,10000001,430,
126,25/04/2024,100000000522,10,,10000001,,
373,25/04/2024,100000000523,10,,10000001,,
285,25/04/2024,100000000524,20,,10000001,,
352,25/04/2024,100000000525,10,,10000001,,
132,25/04/2024,100000000526,20,,10000001,132,
352,25/04/2024,100000000527,20,,10000001,352,
127,25/04/2024,100000000528,10,,10000001,127,
231,25/04/2024,100000000529,20,,10000001,,
133,25/04/2024,100000000530,20,,10000001,,
146,25/04/2024,100000000531,20,,10000001,146,
210,25/04/2024,100000000532,20,,10000001,,
131,25/04/2024,100000000533,50,,10000001,,
127,25/04/2024,100000000534,20,,10000001,127,
284,25/04/2024,100000000535,10,,10000001,284,
133,25/04/2024,100000000536,50,,10000001,,
126,25/04/2024,100000000537,10,,10000001,,
272,25/04/2024,100000000538,10,,10000001,272,
133,25/04/2024,100000000539,50,,10000001,,
275,25/04/2024,100000000540,20,,10000001,275,
373,25/04/2024,100000000541,50,,10000001,,
375,25/04/2024,100000000542,50,,10000001,,
137,25/04/2024,100000000543,20,,10000001,,
352,25/04/2024,100000000544,10,,10000001,,
433,25/04/2024,100000000545,50,,10000001,,
127,25/04/2024,100000000546,20,,10000001,,
185,25/04/2024,100000000547,20,,10000001,,
136,25/04/2024,100000000548,10,,10000001,,
410,25/04/2024,100000000549,50,,10000001,410,
141,25/04/2024,100000000550,20,,10000001,,
133,25/04/2024,100000000551,50,,10000001,,
381,25/04/2024,100000000552,50,,10000001,,
433,25/04/2024,100000000553,20,,10000001,,
371,25/04/2024,100000000554,20,,10000001,,
433,25/04/2024,100000000555,50,,10000001,,
373,25/04/2024,100000000556,50,,10000001,,
381,25/04/2024,100000000557,10,,10000001,,
182,25/04/2024,100000000558,10,,10000001,182,
430,25/04/2024,100000000559,20,,10000001,430,
381,25/04/2024,100000000560,50,,10000001,381,
127,25/04/2024,100000000561,20,,10000001,,
284,25/04/2024,100000000562,10,,10000001,284,
410,25/04/2024,100000000563,50,,10000001,410,
285,25/04/2024,100000000564,10,,10000001,,
143,25/04/2024,100000000565,10,,10000001,143,
143,25/04/2024,100000000566,10,,10000001,,
131,25/04/2024,100000000567,20,,10000001,131,
146,25/04/2024,100000000568,50,,10000001,,
131,25/04/2024,100000000569,10,,10000001,131,
352,25/04/2024,100000000570,10,,10000001,352,
127,25/04/2024,100000000571,10,,10000001,,
131,25/04/2024,100000000572,20,,10000001,131,
185,25/04/2024,100000000573,50,,10000001,,
185,25/04/2024,100000000574,20,,10000001,,
369,25/04/2024,100000000575,10,,10000001,369,
231,25/04/2024,100000000576,10,,10000001,231,
352,25/04/2024,100000000577,50,,10000001,,
146,25/04/2024,100000000578,10,,10000001,146,
131,25/04/2024,100000000579,50,,10000001,,
275,25/04/2024,100000000580,20,,10000001,,
272,25/04/2024,100000000581,10,,10000001,,
143,25/04/2024,100000000582,20,,10000001,143,
433,25/04/2024,100000000583,50,,10000001,433,
433,25/04/2024,100000000584,20,,10000001,,
430,25/04/2024,100000000585,20,,10000001,,
141,25/04/2024,100000000586,50,,10000001,141,
284,25/04/2024,100000000587,10,,10000001,284,
146,25/04/2024,100000000588,10,,10000001,146,
273,25/04/2024,100000000589,50,,10000001,,
