*20230331_GV005.csv
"ISSUE STORE","ISSUE DATE","VOUCHER NUMBER","VOUCHER AMOUNT","REDEEM STORE","EXPIRY DATE","BATCH NUMBER","ACTION"
371,24/05/2024,110000023222,20,,,10000001,
137,24/05/2024,110000023223,10,137,,10000001,
375,24/05/2024,110000023224,10,375,,10000001,
433,24/05/2024,110000023225,20,433,,10000001,
410,24/05/2024,110000023226,10,,,10000001,
353,24/05/2024,110000023227,20,353,,10000001,
410,24/05/2024,110000023228,10,410,,10000001,
182,24/05/2024,110000023229,50,,,10000001,
210,24/05/2024,110000023230,20,,,10000001,
276,24/05/2024,110000023231,50,276,,10000001,
430,24/05/2024,110000023232,10,,,10000001,
410,24/05/2024,110000023233,20,410,,10000001,
310,24/05/2024,110000023234,50,310,,10000001,
381,24/05/2024,110000023235,50,,,10000001,
273,24/05/2024,110000023236,10,273,,10000001,
137,24/05/2024,110000023237,20,137,,10000001,
371,24/05/2024,110000023238,50,371,,10000001,
273,24/05/2024,110000023239,10,273,,10000001,
133,24/05/2024,110000023240,10,133,,10000001,
310,24/05/2024,110000023241,10,,,10000001,
143,24/05/2024,110000023242,10,,,10000001,
185,24/05/2024,110000023243,10,185,,10000001,
231,24/05/2024,110000023244,10,231,,10000001,
373,24/05/2024,110000023245,50,373,,10000001,
131,24/05/2024,110000023246,50,131,,10000001,
143,24/05/2024,110000023247,50,143,,10000001,
374,24/05/2024,110000023248,20,,,10000001,
133,24/05/2024,110000023249,20,,,10000001,
373,24/05/2024,110000023250,10,373,,10000001,
381,24/05/2024,110000023251,50,381,,10000001,
146,24/05/2024,110000023252,50,,,10000001,
185,24/05/2024,110000023253,20,185,,10000001,
146,24/05/2024,110000023254,10,146,,10000001,
275,24/05/2024,110000023255,20,,,10000001,
430,24/05/2024,110000023256,50,430,,10000001,
182,24/05/2024,110000023257,10,,,10000001,
137,24/05/2024,110000023258,20,,,10000001,
284,24/05/2024,110000023259,20,,,10000001,
352,24/05/2024,110000023260,20,,,10000001,
182,24/05/2024,110000023261,20,182,,10000001,
381,24/05/2024,110000023262,10,,,10000001,
275,24/05/2024,110000023263,50,275,,10000001,
352,24/05/2024,110000023264,20,352,,10000001,
272,24/05/2024,110000023265,50,272,,10000001,
143,24/05/2024,110000023266,10,,,10000001,
143,24/05/2024,110000023267,50,,,10000001,
381,24/05/2024,110000023268,20,381,,10000001,
373,24/05/2024,110000023269,50,,,10000001,
275,24/05/2024,110000023270,20,,,10000001,
137,24/05/2024,110000023271,50,137,,10000001,
273,24/05/2024,110000023272,10,273,,10000001,
133,24/05/2024,110000023273,10,133,,10000001,
381,24/05/2024,110000023274,50,,,10000001,
374,24/05/2024,110000023275,20,374,,10000001,
126,24/05/2024,110000023276,10,126,,10000001,
310,24/05/2024,110000023277,10,310,,10000001,
276,24/05/2024,110000023278,10,,,10000001,
182,24/05/2024,110000023279,10,,,10000001,
185,24/05/2024,110000023280,20,,,10000001,
231,24/05/2024,110000023281,10,,,10000001,
369,24/05/2024,110000023282,50,,,10000001,
310,24/05/2024,110000023283,50,310,,10000001,
285,24/05/2024,110000023284,10,285,,10000001,
131,24/05/2024,110000023285,10,,,10000001,
369,24/05/2024,110000023286,50,369,,10000001,
272,24/05/2024,110000023287,20,272,,10000001,
371,24/05/2024,110000023288,50,371,,10000001,
133,24/05/2024,110000023289,10,,,10000001,
410,24/05/2024,110000023290,50,,,10000001,
272,24/05/2024,110000023291,20,,,10000001,
143,24/05/2024,110000023292,50,,,10000001,
381,24/05/2024,110000023293,10,,,10000001,
132,24/05/2024,110000023294,50,132,,10000001,
141,24/05/2024,110000023295,20,,,10000001,
369,24/05/2024,110000023296,50,,,10000001,
275,24/05/2024,110000023297,20,275,,10000001,
431,24/05/2024,110000023298,50,431,,10000001,
276,24/05/2024,110000023299,10,,,10000001,
433,24/05/2024,110000023300,10,,,10000001,
410,24/05/2024,110000023301,20,410,,10000001,
276,24/05/2024,110000023302,20,,,10000001,
146,24/05/2024,110000023303,50,146,,10000001,
182,24/05/2024,110000023304,10,,,10000001,
375,24/05/2024,110000023305,50,375,,10000001,
272,24/05/2024,110000023306,20,272,,10000001,
375,24/05/2024,110000023307,50,,,10000001,
136,24/05/2024,110000023308,50,,,10000001,
137,24/05/2024,110000023309,10,137,,10000001,
431,24/05/2024,110000023310,10,,,10000001,
127,24/05/2024,110000023311,50,,,10000001,
430,24/05/2024,110000023312,50,,,10000001,
371,24/05/2024,110000023313,50,371,,10000001,
375,24/05/2024,110000023314,10,,,10000001,
369,24/05/2024,110000023315,20,,,10000001,
210,24/05/2024,110000023316,10,210,,10000001,
430,24/05/2024,110000023317,20,,,10000001,
374,24/05/2024,110000023318,50,374,,10000001,
141,24/05/2024,110000023319,20,141,,10000001,
284,24/05/2024,110000023320,10,284,,10000001,
141,24/05/2024,110000023321,20,,,10000001,
275,24/05/2024,110000023322,20,275,,10000001,
146,24/05/2024,110000023323,20,146,,10000001,
276,24/05/2024,110000023324,20,,,10000001,
276,24/05/2024,110000023325,10,276,,10000001,
132,24/05/2024,110000023326,10,,,10000001,
146,24/05/2024,110000023327,20,,,10000001,
272,24/05/2024,110000023328,20,,,10000001,
381,24/05/2024,110000023329,20,381,,10000001,
285,24/05/2024,110000023330,10,285,,10000001,
353,24/05/2024,110000023331,10,,,10000001,
374,24/05/2024,110000023332,50,,,10000001,
433,24/05/2024,110000023333,20,,,10000001,
352,24/05/2024,110000023334,20,352,,10000001,
231,24/05/2024,110000023335,20,,,10000001,
375,24/05/2024,110000023336,20,,,10000001,
431,24/05/2024,110000023337,50,431,,10000001,
369,24/05/2024,110000023338,50,,,10000001,
430,24/05/2024,110000023339,50,,,10000001,
185,24/05/2024,110000023340,50,185,,10000001,
136,24/05/2024,110000023341,20,136,,10000001,
373,24/05/2024,110000023342,20,373,,10000001,
143,24/05/2024,110000023343,50,143,,10000001,
133,24/05/2024,110000023344,20,,,10000001,
273,24/05/2024,110000023345,10,,,10000001,
374,24/05/2024,110000023346,20,374,,10000001,
373,24/05/2024,110000023347,10,373,,10000001,
131,24/05/2024,110000023348,20,131,,10000001,
430,24/05/2024,110000023349,20,,,10000001,
276,24/05/2024,110000023350,20,276,,10000001,
136,24/05/2024,110000023351,10,,,10000001,
374,24/05/2024,110000023352,50,374,,10000001,
371,24/05/2024,110000023353,10,,,10000001,
143,24/05/2024,110000023354,50,,,10000001,
210,24/05/2024,110000023355,20,210,,10000001,
132,24/05/2024,110000023356,20,,,10000001,
210,24/05/2024,110000023357,20,,,10000001,
131,24/05/2024,110000023358,20,131,,10000001,
273,24/05/2024,110000023359,50,,,10000001,
373,24/05/2024,110000023360,10,,,10000001,
137,24/05/2024,110000023361,10,,,10000001,
273,24/05/2024,110000023362,10,,,10000001,
369,24/05/2024,110000023363,10,369,,10000001,
285,24/05/2024,110000023364,20,,,10000001,
373,24/05/2024,110000023365,50,,,10000001,
310,24/05/2024,110000023366,10,310,,10000001,
182,24/05/2024,110000023367,20,,,10000001,
231,24/05/2024,110000023368,50,,,10000001,
126,24/05/2024,110000023369,50,,,10000001,
373,24/05/2024,110000023370,50,,,10000001,
131,24/05/2024,110000023371,10,,,10000001,
131,24/05/2024,110000023372,20,131,,10000001,
185,24/05/2024,110000023373,10,,,10000001,
146,24/05/2024,110000023374,10,146,,10000001,
146,24/05/2024,110000023375,20,146,,10000001,
136,24/05/2024,110000023376,50,136,,10000001,
182,24/05/2024,110000023377,20,182,,10000001,
272,24/05/2024,110000023378,20,,,10000001,
272,24/05/2024,110000023379,10,,,10000001,
272,24/05/2024,110000023380,10,272,,10000001,
231,24/05/2024,110000023381,20,231,,10000001,
141,24/05/2024,110000023382,20,,,10000001,
373,24/05/2024,110000023383,10,373,,10000001,
430,24/05/2024,110000023384,20,,,10000001,
353,24/05/2024,110000023385,20,353,,10000001,
146,24/05/2024,110000023386,20,,,10000001,
375,24/05/2024,110000023387,10,375,,10000001,
127,24/05/2024,110000023388,50,127,,10000001,
410,24/05/2024,110000023389,10,,,10000001,
126,24/05/2024,110000023390,50,126,,10000001,
310,24/05/2024,110000023391,10,,,10000001,
410,24/05/2024,110000023392,10,410,,10000001,
353,24/05/2024,110000023393,50,,,10000001,
374,24/05/2024,110000023394,20,374,,10000001,
381,24/05/2024,110000023395,20,381,,10000001,
127,24/05/2024,110000023396,20,127,,10000001,
182,24/05/2024,110000023397,50,182,,10000001,
127,24/05/2024,110000023398,10,,,10000001,
310,24/05/2024,110000023399,20,310,,10000001,
369,24/05/2024,110000023400,10,369,,10000001,
433,24/05/2024,110000023401,50,433,,10000001,
231,24/05/2024,110000023402,50,,,10000001,
369,24/05/2024,110000023403,20,,,10000001,
381,24/05/2024,110000023404,20,381,,10000001,
127,24/05/2024,110000023405,10,,,10000001,
430,24/05/2024,110000023406,20,430,,10000001,
410,24/05/2024,110000023407,50,410,,10000001,
146,24/05/2024,110000023408,50,,,10000001,
275,24/05/2024,110000023409,10,,,10000001,
143,24/05/2024,110000023410,10,143,,10000001,
410,24/05/2024,110000023411,20,,,10000001,
430,24/05/2024,110000023412,50,,,10000001,
272,24/05/2024,110000023413,10,,,10000001,
373,24/05/2024,110000023414,50,373,,10000001,
285,24/05/2024,110000023415,20,285,,10000001,
373,24/05/2024,110000023416,20,,,10000001,
381,24/05/2024,110000023417,50,381,,10000001,
146,24/05/2024,110000023418,50,146,,10000001,
133,24/05/2024,110000023419,10,133,,10000001,
410,24/05/2024,110000023420,50,410,,10000001,
276,24/05/2024,110000023421,50,,,10000001,
127,24/05/2024,110000023422,20,127,,10000001,
126,24/05/2024,110000023423,10,126,,10000001,
352,24/05/2024,110000023424,50,,,10000001,
231,24/05/2024,110000023425,20,231,,10000001,
410,24/05/2024,110000023426,50,,,10000001,
431,24/05/2024,110000023427,20,,,10000001,
410,24/05/2024,110000023428,50,410,,10000001,
131,24/05/2024,110000023429,20,,,10000001,
284,24/05/2024,110000023430,20,,,10000001,
373,24/05/2024,110000023431,10,373,,10000001,
374,24/05/2024,110000023432,20,374,,10000001,
373,24/05/2024,110000023433,50,,,10000001,
374,24/05/2024,110000023434,20,374,,10000001,
137,24/05/2024,110000023435,50,,,10000001,
310,24/05/2024,110000023436,10,310,,10000001,
276,24/05/2024,110000023437,20,,,10000001,
374,24/05/2024,110000023438,10,,,10000001,
410,24/05/2024,110000023439,10,,,10000001,
131,24/05/2024,110000023440,10,,,10000001,
272,24/05/2024,110000023441,50,272,,10000001,
285,24/05/2024,110000023442,10,285,,10000001,
369,24/05/2024,110000023443,10,,,10000001,
381,24/05/2024,110000023444,10,,,10000001,
143,24/05/2024,110000023445,20,143,,10000001,
143,24/05/2024,110000023446,20,,,10000001,
272,24/05/2024,110000023447,50,272,,10000001,
137,24/05/2024,110000023448,10,137,,10000001,
410,24/05/2024,110000023449,50,410,,10000001,
137,24/05/2024,110000023450,20,,,10000001,
231,24/05/2024,110000023451,50,,,10000001,
433,24/05/2024,110000023452,10,433,,10000001,
433,24/05/2024,110000023453,10,433,,10000001,
410,24/05/2024,110000023454,50,,,10000001,
310,24/05/2024,110000023455,10,,,10000001,
143,24/05/2024,110000023456,20,,,10000001,
131,24/05/2024,110000023457,10,,,10000001,
126,24/05/2024,110000023458,50,,,10000001,
273,24/05/2024,110000023459,20,,,10000001,
185,24/05/2024,110000023460,10,,,10000001,
210,24/05/2024,110000023461,10,,,10000001,
132,24/05/2024,110000023462,20,,,10000001,
433,24/05/2024,110000023463,20,,,10000001,
431,24/05/2024,110000023464,50,431,,10000001,
136,24/05/2024,110000023465,10,,,10000001,
136,24/05/2024,110000023466,50,,,10000001,
284,24/05/2024,110000023467,20,,,10000001,
231,24/05/2024,110000023468,50,231,,10000001,
141,24/05/2024,110000023469,20,141,,10000001,
352,24/05/2024,110000023470,10,352,,10000001,
141,24/05/2024,110000023471,50,,,10000001,
131,24/05/2024,110000023472,10,131,,10000001,
143,24/05/2024,110000023473,10,,,10000001,
273,24/05/2024,110000023474,50,273,,10000001,
137,24/05/2024,110000023475,10,,,10000001,
137,24/05/2024,110000023476,50,,,10000001,
143,24/05/2024,110000023477,10,,,10000001,
127,24/05/2024,110000023478,10,,,10000001,
141,24/05/2024,110000023479,10,141,,10000001,
275,24/05/2024,110000023480,50,,,10000001,
353,24/05/2024,110000023481,20,,,10000001,
126,24/05/2024,110000023482,50,126,,10000001,
353,24/05/2024,110000023483,10,,,10000001,
373,24/05/2024,110000023484,10,,,10000001,
276,24/05/2024,110000023485,50,276,,10000001,
371,24/05/2024,110000023486,50,,,10000001,
369,24/05/2024,110000023487,10,369,,10000001,
284,24/05/2024,110000023488,10,284,,10000001,
132,24/05/2024,110000023489,20,,,10000001,
210,24/05/2024,110000023490,50,,,10000001,
132,24/05/2024,110000023491,10,132,,10000001,
133,24/05/2024,110000023492,50,133,,10000001,
310,24/05/2024,110000023493,10,,,10000001,
276,24/05/2024,110000023494,50,276,,10000001,
126,24/05/2024,110000023495,50,,,10000001,
182,24/05/2024,110000023496,50,,,10000001,
353,24/05/2024,110000023497,50,,,10000001,
137,24/05/2024,110000023498,20,137,,10000001,
310,24/05/2024,110000023499,20,310,,10000001,
273,24/05/2024,110000023500,50,273,,10000001,
433,24/05/2024,110000023501,50,433,,10000001,
273,24/05/2024,110000023502,10,273,,10000001,
136,24/05/2024,110000023503,10,,,10000001,
131,24/05/2024,110000023504,50,,,10000001,
276,24/05/2024,110000023505,50,,,10000001,
182,24/05/2024,110000023506,10,,,10000001,
136,24/05/2024,110000023507,10,,,10000001,
131,24/05/2024,110000023508,20,,,10000001,
352,24/05/2024,110000023509,20,,,10000001,
136,24/05/2024,110000023510,10,,,10000001,
143,24/05/2024,110000023511,10,143,,10000001,
433,24/05/2024,110000023512,10,,,10000001,
127,24/05/2024,110000023513,20,,,10000001,
373,24/05/2024,110000023514,10,,,10000001,
431,24/05/2024,110000023515,10,,,10000001,
182,24/05/2024,110000023516,10,182,,10000001,
126,24/05/2024,110000023517,50,126,,10000001,
133,24/05/2024,110000023518,20,,,10000001,
231,24/05/2024,110000023519,20,,,10000001,
410,24/05/2024,110000023520,50,,,10000001,
143,24/05/2024,110000023521,50,,,10000001,
374,24/05/2024,110000023522,50,374,,10000001,
272,24/05/2024,110000023523,20,272,,10000001,
410,24/05/2024,110000023524,10,,,10000001,
284,24/05/2024,110000023525,10,,,10000001,
310,24/05/2024,110000023526,20,310,,10000001,
146,24/05/2024,110000023527,50,146,,10000001,
133,24/05/2024,110000023528,10,133,,10000001,
146,24/05/2024,110000023529,10,,,10000001,
375,24/05/2024,110000023530,20,,,10000001,
373,24/05/2024,110000023531,20,,,10000001,
371,24/05/2024,110000023532,20,371,,10000001,
132,24/05/2024,110000023533,50,,,10000001,
146,24/05/2024,110000023534,20,146,,10000001,
310,24/05/2024,110000023535,10,310,,10000001,
371,24/05/2024,110000023536,20,371,,10000001,
381,24/05/2024,110000023537,20,381,,10000001,
127,24/05/2024,110000023538,10,,,10000001,
310,24/05/2024,110000023539,50,310,,10000001,
182,24/05/2024,110000023540,10,,,10000001,
369,24/05/2024,110000023541,10,369,,10000001,
185,24/05/2024,110000023542,20,185,,10000001,
133,24/05/2024,110000023543,10,,,10000001,
430,24/05/2024,110000023544,50,430,,10000001,
272,24/05/2024,110000023545,10,272,,10000001,
210,24/05/2024,110000023546,20,210,,10000001,
133,24/05/2024,110000023547,10,133,,10000001,
276,24/05/2024,110000023548,50,,,10000001,
131,24/05/2024,110000023549,10,131,,10000001,
210,24/05/2024,110000023550,50,210,,10000001,
272,24/05/2024,110000023551,50,,,10000001,
133,24/05/2024,110000023552,50,133,,10000001,
231,24/05/2024,110000023553,20,231,,10000001,
353,24/05/2024,110000023554,50,353,,10000001,
284,24/05/2024,110000023555,10,,,10000001,
127,24/05/2024,110000023556,10,,,10000001,
210,24/05/2024,110000023557,10,210,,10000001,
182,24/05/2024,110000023558,10,182,,10000001,
182,24/05/2024,110000023559,50,,,10000001,
369,24/05/2024,110000023560,20,,,10000001,
375,24/05/2024,110000023561,10,375,,10000001,
352,24/05/2024,110000023562,20,,,10000001,
375,24/05/2024,110000023563,10,375,,10000001,
431,24/05/2024,110000023564,50,431,,10000001,
127,24/05/2024,110000023565,10,,,10000001,
131,24/05/2024,110000023566,10,,,10000001,
272,24/05/2024,110000023567,50,,,10000001,
185,24/05/2024,110000023568,50,185,,10000001,
141,24/05/2024,110000023569,50,,,10000001,
143,24/05/2024,110000023570,50,,,10000001,
132,24/05/2024,110000023571,50,,,10000001,
131,24/05/2024,110000023572,50,131,,10000001,
231,24/05/2024,110000023573,10,231,,10000001,
143,24/05/2024,110000023574,50,143,,10000001,
431,24/05/2024,110000023575,10,431,,10000001,
133,24/05/2024,110000023576,20,133,,10000001,
369,24/05/2024,110000023577,10,,,10000001,
132,24/05/2024,110000023578,10,,,10000001,
352,24/05/2024,110000023579,20,352,,10000001,
182,24/05/2024,110000023580,10,182,,10000001,
373,24/05/2024,110000023581,10,,,10000001,
272,24/05/2024,110000023582,50,272,,10000001,
182,24/05/2024,110000023583,20,182,,10000001,
127,24/05/2024,110000023584,50,127,,10000001,
430,24/05/2024,110000023585,20,430,,10000001,
431,24/05/2024,110000023586,10,,,10000001,
